title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great sweatshirt!,Love how comfortable and warm this sweatshirt is. Perfect for colder days.,5,07/12/2023,Rakesh K.,rakesh****@gmail.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Nice design and fit,I really like the design and fit of this sweatshirt. It's stylish and comfortable to wear.,4,06/25/2023,Emily P.,emily****@yahoo.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Cozy and versatile,This sweatshirt is so cozy and versatile. It's great for lounging at home or running errands.,5,05/31/2023,Sneha S.,sneha****@gmail.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Love the quality,The quality of this sweatshirt is amazing. It feels soft and well-made.,5,08/14/2023,Julia A.,julia****@yahoo.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Favorite sweatshirt!,This is my favorite sweatshirt. It's so comfortable and I love the classic fit.,5,07/02/2023,Rahul M.,rahul****@gmail.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Perfect for layering,I wear this sweatshirt as a layering piece on colder days and it keeps me warm. Great purchase!,4,06/06/2023,Lily C.,lily****@yahoo.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Comfortable and stylish,I love how comfortable and stylish this sweatshirt is. The ribbed cuffs and hem add a nice touch.,5,05/30/2023,Aarav S.,aarav****@gmail.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Great value for money,This sweatshirt offers great value for money. It's well-priced and the quality is top-notch.,5,08/08/2023,Sophie B.,sophie****@yahoo.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Amazing sweatshirt!,I am in love with this sweatshirt. It's so comfortable and the material is excellent.,5,07/19/2023,Ishaan G.,ishaan****@gmail.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Versatile and cozy,This sweatshirt is versatile and cozy. I can wear it with anything and feel comfortable.,4,06/15/2023,Olivia W.,olivia****@yahoo.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Awesome hoodie!,Love the design. Super comfortable.,5,06/10/2023,Rajesh K.,raj**@gmail.com,7890627592441,nobody-cares-graphic-hoodie-for-men-and-women,,
Great quality,Nice fabric and perfect fit. Highly recommended.,5,06/15/2023,Emma S.,emma*****@yahoo.com,7890627592441,nobody-cares-graphic-hoodie-for-men-and-women,,
Unique design,Received many compliments. Really stands out!,4,06/20/2023,Rahul G.,rah**@gmail.com,7890627592441,nobody-cares-graphic-hoodie-for-men-and-women,,
So comfortable!,Feels like I'm wearing a cloud. Love it!,5,06/25/2023,Sophia K.,soph******@hotmail.com,7890627592441,nobody-cares-graphic-hoodie-for-men-and-women,,
Perfect for casual outings,Great for a relaxed look and very cozy.,4,06/30/2023,Aman B.,ama**@gmail.com,7890627592441,nobody-cares-graphic-hoodie-for-men-and-women,,
"Not just a hoodie, it's a statement",Love the empowering message. Bold and stylish.,5,07/05/2023,Megan H.,meg****@yahoo.com,7890627592441,nobody-cares-graphic-hoodie-for-men-and-women,,
Great gift idea,Bought this for my friend and he loves it!,5,07/10/2023,Lakshmi V.,lak***@gmail.com,7890627592441,nobody-cares-graphic-hoodie-for-men-and-women,,
Favorite hoodie,Can't stop wearing it. So cozy and stylish!,5,07/15/2023,Oliver M.,oliv***@gmail.com,7890627592441,nobody-cares-graphic-hoodie-for-men-and-women,,
Casual and cool,Perfect for throwing on and looking effortlessly stylish.,4,07/20/2023,Sneha R.,sne**@gmail.com,7890627592441,nobody-cares-graphic-hoodie-for-men-and-women,,
Great fit,True to size and comfortable to wear.,4,07/25/2023,Peter L.,pete**@yahoo.com,7890627592441,nobody-cares-graphic-hoodie-for-men-and-women,,
