title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great hoodie!,Love the design and it's so comfortable.,5,08/20/2023,Rahul D.,rahul*****@gmail.com,7887632859385,damn-thats-so-90s-graphic-hoodie-for-men-and-women,,
Perfect 90s style,"Brings back all the nostalgia, fits great!",5,06/07/2023,Stephanie G.,stephanie*****@gmail.com,7887632859385,damn-thats-so-90s-graphic-hoodie-for-men-and-women,,
Awesome hoodie!,The material is so soft and cozy.,4,06/14/2023,Amit B.,amit*****@gmail.com,7887632859385,damn-thats-so-90s-graphic-hoodie-for-men-and-women,,
So comfortable!,I can wear this hoodie all day.,5,07/10/2023,Emily M.,emily*****@gmail.com,7887632859385,damn-thats-so-90s-graphic-hoodie-for-men-and-women,,
Love the design!,Reminds me of the good old days.,4,09/03/2023,Riya S.,riya*****@gmail.com,7887632859385,damn-thats-so-90s-graphic-hoodie-for-men-and-women,,
Great hoodie for 90s fans,I'm loving the retro vibes!,5,06/27/2023,David H.,david*****@gmail.com,7887632859385,damn-thats-so-90s-graphic-hoodie-for-men-and-women,,
Comfy and stylish,This hoodie is the best of both worlds.,5,08/16/2023,Priya K.,priya*****@gmail.com,7887632859385,damn-thats-so-90s-graphic-hoodie-for-men-and-women,,
Nostalgic hoodie,Love showing off my 90s pride.,4,06/12/2023,Emma W.,emma*****@gmail.com,7887632859385,damn-thats-so-90s-graphic-hoodie-for-men-and-women,,
Cool design!,Definitely a conversation starter.,4,07/19/2023,Aarav P.,aarav*****@gmail.com,7887632859385,damn-thats-so-90s-graphic-hoodie-for-men-and-women,,
Impressed!,The quality exceeded my expectations.,5,07/31/2023,Sophie L.,sophie*****@gmail.com,7887632859385,damn-thats-so-90s-graphic-hoodie-for-men-and-women,,
Love the Retro Vibes,This sweatshirt brings back all the nostalgic feels of the 90s. The design is cool and the fabric is super comfortable.,5,06/06/2023,Sneha M.,sneha****@gmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Best Retro Sweatshirt Ever,I absolutely adore this sweatshirt! It's perfect for the 90s kids like me. The print is bold and the fabric is so cozy.,5,07/14/2023,Steve R.,steve*****@yahoo.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Ultimate Throwback Style,Wearing this sweatshirt takes me back to the good old days of the 90s. It's a fashion statement and incredibly comfortable.,4,05/31/2023,Shivani J.,shivani****@outlook.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
"So 90s, So Cool",I'm obsessed with this sweatshirt! The design is iconic and the quality is top-notch. Highly recommend!,5,06/22/2023,Rahul S.,rahul****@gmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Brings Back Memories,"This sweatshirt is a blast from the past! The moment I put it on, I felt like I was transported back to the 90s. Love it!",5,07/05/2023,Lakshmi A.,lakshmi****@gmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Perfect for 90s Parties,I bought this sweatshirt for a 90s-themed party and it was a hit! Everyone loved the design and it's so comfortable to wear.,4,06/10/2023,Alexandra G.,alexandra****@hotmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Nostalgic Fashion Staple,"If you're a 90s kid like me, you need this sweatshirt in your wardrobe. It's stylish, comfy, and brings back all the memories.",5,06/02/2023,Amit P.,amit****@gmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Great Quality and Design,I'm impressed with the quality of this sweatshirt. The fabric is soft and the print is vibrant. Definitely worth it!,4,07/18/2023,Emily L.,emily****@gmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Reminds Me of My Childhood,This sweatshirt brings back so many memories from my childhood. The 90s design is on point and the fit is perfect.,5,06/12/2023,Shreya K.,shreya****@yahoo.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Super Comfy and Stylish,"Not only is this sweatshirt cozy, but it also looks great! The 90s graphic is eye-catching and the fit is spot on.",5,06/25/2023,Aditi B.,aditi****@gmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Bringing Back the 90s,This sweatshirt is a nostalgic masterpiece! I love the retro vibes it gives off. Highly recommend for all 90s lovers.,5,07/08/2023,Joshua M.,joshua****@outlook.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Coolest Sweatshirt Ever,I've received so many compliments on this sweatshirt! The design is unique and the quality is top-notch. Love it!,5,06/15/2023,Rishi S.,rishi****@gmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
A Must-Have for 90s Fans,"If you're a fan of the 90s, you need this sweatshirt in your life! The design is iconic and the fit is perfect.",5,06/05/2023,Arjun D.,arjun****@hotmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Loving the Vintage Vibe,This sweatshirt is giving me all the vintage vibes! The 90s design is perfect and the fabric is so soft.,4,07/21/2023,Sophie T.,sophie****@gmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
Perfect Blend of Style and Comfort,I've been searching for a comfortable and stylish sweatshirt and this one checks all the boxes. Love the 90s design!,5,06/08/2023,Rohan P.,rohan****@yahoo.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
So Nostalgic,This sweatshirt brings back all the memories from my favorite era. The 90s design is spot on and the material is great.,5,06/18/2023,Sonia M.,sonia****@gmail.com,7900139520249,damn-thats-so-90s-sweatshirt-for-men-and-women,,
