title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great Design!,Love the quirky graphic design on this t-shirt.,5,06/12/2023,Rohan,rohan*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Awesome Quality,The t-shirt is made of 100% cotton and feels really comfortable.,5,06/05/2023,Ananya,ananya*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Perfect Fit,The sizing guide was accurate and the t-shirt fits me perfectly.,4,07/02/2023,Emma,emma*****@hotmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Interesting Design,The graphic on this t-shirt is unique and catches attention.,4,06/20/2023,Aman,aman*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Comfortable and Stylish,This t-shirt is both comfortable to wear and looks stylish.,5,06/10/2023,Alex,alex*****@yahoo.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Great Gift Option,Bought this as a gift and the recipient loved it!,4,07/10/2023,Nikhil,nikhil*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Unique T-Shirt,I haven't seen anyone else wearing a t-shirt with this design. Love the uniqueness!,5,06/15/2023,Mira,mira*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Soft Fabric,The fabric of this t-shirt is really soft and feels great against the skin.,5,06/07/2023,Rahul,rahul*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Cool Design,The design on this t-shirt is cool and trendy.,4,07/15/2023,Oliver,oliver*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Good Quality Print,The graphic print on this t-shirt is of high quality and doesn't fade easily.,5,07/05/2023,Neha,neha*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
