title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Love this sweatshirt!,The Good Vibes crewneck is so comfy and looks great.,5,2023-08-02,Rajesh,rajesh****@gmail.com,7841524580601,good-vibes-graphic-hoodie-men-and-women,,
Cozy and stylish,This crewneck is perfect for staying warm without sacrificing style.,5,2023-06-18,Emily,emily****@gmail.com,7841524580601,good-vibes-graphic-hoodie-men-and-women,,
Amazing quality,"The blend of cotton and polyester feels fantastic, and the sweatshirt is well-made.",5,2023-07-09,Deepika,deepi****@gmail.com,7841524580601,good-vibes-graphic-hoodie-men-and-women,,
Great for layering,I love wearing this sweatshirt under my jacket on cooler days.,4,2023-06-07,Liam,liam****@gmail.com,7841524580601,good-vibes-graphic-hoodie-men-and-women,,
Soft and comfortable,"The material of this crewneck is so soft and cozy, perfect for lounging around.",5,2023-07-24,Priya,priya****@gmail.com,7841524580601,good-vibes-graphic-hoodie-men-and-women,,
Favorite sweatshirt,I've worn this crewneck so many times and it still looks brand new.,5,2023-08-10,Christopher,chris****@gmail.com,7841524580601,good-vibes-graphic-hoodie-men-and-women,,
Versatile and stylish,This crewneck goes with everything and the design is so cool.,5,2023-07-19,Anjali,anjal****@gmail.com,7841524580601,good-vibes-graphic-hoodie-men-and-women,,
Great fit,The crewneck sweatshirt fits me perfectly and is very comfortable.,5,2023-08-05,Manish,mani****@gmail.com,7841524580601,good-vibes-graphic-hoodie-men-and-women,,
Exactly what I wanted,I've been looking for a crewneck sweatshirt like this and I'm so happy with my purchase.,5,2023-06-04,Megan,megan****@gmail.com,7841524580601,good-vibes-graphic-hoodie-men-and-women,,
Great value,The price for this crewneck is very affordable considering the quality.,4,2023-07-28,Arjun,arjun****@gmail.com,7841524580601,good-vibes-graphic-hoodie-men-and-women,,
Awesome hoodie!,I love the graphic design on this hoodie. It really stands out and makes a statement.,5,06/02/2023,Rahul K.,rahul*****@gmail.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Comfortable and stylish,The blend of cotton and polyester makes this hoodie incredibly comfortable. The classic fit and ribbed cuffs add to its style.,4,06/12/2023,Samantha M.,samantha*****@hotmail.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Impressive quality,"I'm impressed with the quality of this hoodie. It's well-made and durable. Plus, the graphic design is eye-catching.",5,06/18/2023,Maya S.,maya*****@yahoo.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Perfect for casual wear,This hoodie is perfect for casual wear. It's comfortable and the graphic design adds a trendy touch to any outfit.,4,07/05/2023,Rohan P.,rohan*****@gmail.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Great hoodie!,I love wearing this hoodie for my active endeavors. It's comfortable and keeps me warm during outdoor activities.,5,07/15/2023,Lily W.,lily*****@outlook.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Fantastic design,The graphic design on this hoodie is fantastic. It's unique and makes a bold statement.,4,07/22/2023,Aditya S.,aditya*****@gmail.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Love it!,I absolutely love this hoodie. It's my go-to for both casual wear and lounging at home.,5,08/03/2023,Aanya B.,aanya*****@yahoo.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Highly recommended,"I highly recommend this hoodie. It's comfortable, stylish, and the graphic design is a great conversation starter.",5,08/08/2023,Oliver L.,oliver*****@gmail.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Great fit,The classic fit of this hoodie is great. The ribbed cuffs and hem provide a comfortable and snug fit.,4,08/19/2023,Kavya M.,kavya*****@outlook.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Stylish and versatile,This hoodie is not only stylish but also versatile. I can wear it with jeans or leggings for different looks.,5,09/02/2023,Elena K.,elena*****@hotmail.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Great attention to detail,The attention to detail in the design of this hoodie is impressive. It's well-crafted and the graphic is vibrant.,4,09/12/2023,Ravi S.,ravi*****@gmail.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Great for all seasons,This hoodie is great for all seasons. The blend of cotton and polyester keeps me comfortable in both warm and cool weather.,5,09/19/2023,Sophie L.,sophie*****@yahoo.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Love the color,The color of this hoodie is beautiful. It's vibrant and adds a pop of color to any outfit.,4,10/03/2023,Neha P.,neha*****@gmail.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
Great value for the price,This hoodie offers great value for the price. It's well-made and the graphic design is impressive.,5,10/10/2023,Aiden W.,aiden*****@outlook.com,7838107107577,graphic-hoodie-for-men-and-women-good-vibes,,
