title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great design,Love the quirky graphic design on this t-shirt.,5,06/10/2023,Rajiv Sharma,rajiv****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Unique and stylish,The graphic on this t-shirt is one-of-a-kind and adds a cool vibe to my outfit.,5,07/15/2023,Emily Burns,emily****@yahoo.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Comfortable fabric,The 100% cotton fabric is soft and comfortable to wear all day.,4,06/02/2023,Ashok Patel,ashok****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Impressive quality,The t-shirt is well-made and the graphics are vibrant. Very impressed with the quality.,5,06/20/2023,Sophia Lee,sophia****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Perfect fit,The unisex sizing is true to size and the t-shirt fits me perfectly.,5,06/05/2023,Akshay Joshi,akshay****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Eye-catching design,Received many compliments on the unique graphic design of this t-shirt.,4,06/17/2023,Emma Thompson,emma****@yahoo.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Great for casual wear,This t-shirt is perfect for casual occasions and pairs well with jeans or shorts.,4,06/08/2023,Aman Verma,aman****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Unique gift idea,Bought this t-shirt for my friend and they loved the quirky graphic design.,5,06/13/2023,Benjamin Thompson,benjamin****@yahoo.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Versatile t-shirt,The unisex style makes this t-shirt suitable for both men and women. Love the versatility.,4,06/25/2023,Ananya Singh,ananya****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Fun and trendy,Wearing this t-shirt gives me a fun and trendy look. Love the design.,5,06/03/2023,Liam Williams,liam****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Good value for money,This t-shirt is reasonably priced and offers good value for the quality.,4,06/12/2023,Priya Sharma,priya****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
