title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great Design!,Love the quirky graphic design on this t-shirt.,5,06/12/2023,Rohan,rohan*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Awesome Quality,The t-shirt is made of 100% cotton and feels really comfortable.,5,06/05/2023,Ananya,ananya*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Perfect Fit,The sizing guide was accurate and the t-shirt fits me perfectly.,4,07/02/2023,Emma,emma*****@hotmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Interesting Design,The graphic on this t-shirt is unique and catches attention.,4,06/20/2023,Aman,aman*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Comfortable and Stylish,This t-shirt is both comfortable to wear and looks stylish.,5,06/10/2023,Alex,alex*****@yahoo.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Great Gift Option,Bought this as a gift and the recipient loved it!,4,07/10/2023,Nikhil,nikhil*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Unique T-Shirt,I haven't seen anyone else wearing a t-shirt with this design. Love the uniqueness!,5,06/15/2023,Mira,mira*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Soft Fabric,The fabric of this t-shirt is really soft and feels great against the skin.,5,06/07/2023,Rahul,rahul*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Cool Design,The design on this t-shirt is cool and trendy.,4,07/15/2023,Oliver,oliver*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Good Quality Print,The graphic print on this t-shirt is of high quality and doesn't fade easily.,5,07/05/2023,Neha,neha*****@gmail.com,7903141560569,good-vibes-unisex-graphic-t-shirt-graphic-tees,,
Great sweatshirt!,I love the soft and comfortable fabric of this sweatshirt. Perfect for everyday wear!,5,07/10/2023,Ananya G.,ananya****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
Fantastic design,The street inspired look with drop shoulders is amazing. I get compliments every time I wear it!,5,06/12/2023,Rajesh M.,rajesh****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
So comfortable,This sweatshirt is so cozy and comfortable to wear. Highly recommend!,4,06/05/2023,Emily S.,emily****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
Love the fit,"The relaxed fit of this sweatshirt is perfect. Not too tight, not too loose.",4,07/01/2023,Sandeep K.,sandeep****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
Good quality,The rib-knit cuffs and hem are well-made. The sweatshirt feels durable.,5,06/15/2023,Sophia L.,sophia****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
Nice color,I love the color of this sweatshirt. It goes well with everything.,4,07/29/2023,Lakshya P.,lakshya****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
Excellent purchase,Couldn't be happier with this sweatshirt. It is exactly what I was looking for.,5,06/18/2023,Aarav B.,aarav****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
Great for workouts,I wear this sweatshirt to the gym and it is perfect. Provides the right amount of warmth.,4,06/30/2023,Hannah W.,hannah****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
Perfect statement piece,The graphic design on this sweatshirt is eye-catching and inspiring. Love it!,5,06/06/2023,Arjun S.,arjun****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
Very stylish,I feel trendy and fashionable when wearing this sweatshirt. Highly recommend it!,4,07/20/2023,Liam M.,liam****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
Great value for money,This sweatshirt is worth every penny. The quality is excellent and it is very comfortable.,5,07/05/2023,Neha R.,neha****@gmail.com,7900390260985,growth-graphic-sweatshirt-for-men-and-women,,
