title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Love the Unique Design!,This hoodie has a really cool graphic design that sets it apart from others. It's also comfortable and well-made.,5,10/24/2023,Ravi K.,ravi***@gmail.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Great Quality and Fit,I purchased this hoodie and I'm really impressed with the quality. The fit is also perfect.,5,07/03/2023,Emily L.,emily***@yahoo.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Unique and Stylish,I love the eye-catching design of this hoodie. It's a great statement piece.,4,08/18/2023,Ananya S.,ananya***@outlook.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Comfortable and Trendy,This hoodie not only looks good but feels great to wear. Highly recommend!,5,09/05/2023,Liam M.,liam***@gmail.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Perfect for Fall Season,I bought this hoodie for the upcoming fall season and I'm loving it! The design is on point.,5,06/14/2023,Neha G.,neha***@yahoo.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Great Value for Money,I found this hoodie to be reasonably priced and the quality is excellent. Very happy with my purchase.,5,07/10/2023,John C.,john***@gmail.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Awesome Graphic!,The graphic design on this hoodie is awesome. It definitely catches people's attention.,4,08/03/2023,Sofia R.,sofia***@hotmail.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Really Comfortable,This hoodie is super comfortable to wear. Perfect for lounging around or going out.,5,09/22/2023,Arjun S.,arjun***@gmail.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Impressed with the Design,I'm really impressed with the design of this hoodie. It's unique and stands out.,4,06/28/2023,Samantha M.,samantha***@yahoo.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Stylish and Versatile,This hoodie is not only stylish but also versatile. I can dress it up or down for different occasions.,4,10/10/2023,Aarav K.,aarav***@gmail.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Great Buy!,I'm really happy with my purchase of this hoodie. The quality is top-notch.,5,07/21/2023,Emma W.,emma***@outlook.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Love the Canadian Design,"As a proud Canadian, I love supporting local brands. This hoodie represents Canadian style perfectly.",5,08/12/2023,Rohan P.,rohan***@gmail.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
Amazing Quality,The quality of this hoodie far exceeded my expectations. It's durable and well-made.,5,09/16/2023,Olivia H.,olivia***@yahoo.com,7838107730169,bad-vibes-graphic-hoodie-for-men-and-women,,
