title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Love the design,The design on this hoodie is amazing!,5,09/05/2023,Anjali,anjali*****@gmail.com,7899404697849,mexico-graphic-hoodie-for-men-and-women,,
Super comfy,This hoodie is so comfortable to wear.,4,06/18/2023,Ravi,ravi*****@gmail.com,7899404697849,mexico-graphic-hoodie-for-men-and-women,,
Great quality,The material of this hoodie feels really nice.,5,08/17/2023,Aarav,aarav*****@gmail.com,7899404697849,mexico-graphic-hoodie-for-men-and-women,,
Perfect fit,The sizing of this hoodie is spot on.,5,07/02/2023,Olivia,olivia*****@gmail.com,7899404697849,mexico-graphic-hoodie-for-men-and-women,,
Unique design,I love how the design of this hoodie stands out.,5,06/10/2023,Rehan,rehan*****@gmail.com,7899404697849,mexico-graphic-hoodie-for-men-and-women,,
Great hoodie,This hoodie is my new favorite.,5,07/24/2023,Sophie,sophie*****@gmail.com,7899404697849,mexico-graphic-hoodie-for-men-and-women,,
Good purchase,I'm happy with this hoodie.,4,09/18/2023,Kiran,kiran*****@gmail.com,7899404697849,mexico-graphic-hoodie-for-men-and-women,,
Awesome design,The design on this hoodie is so cool.,5,08/09/2023,Ishaan,ishaan*****@gmail.com,7899404697849,mexico-graphic-hoodie-for-men-and-women,,
Nice fabric,The fabric of this hoodie is really nice.,4,06/28/2023,Emma,emma*****@gmail.com,7899404697849,mexico-graphic-hoodie-for-men-and-women,,
Love it,I love everything about this hoodie.,5,08/01/2023,Akash,akash*****@gmail.com,7899404697849,mexico-graphic-hoodie-for-men-and-women,,
Great T-shirt!,Love the quirky design and comfortable fabric.,5,06/10/2023,Rajesh,rajesh****@gmail.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
Unique and versatile,The design stands out and the shirt is suitable for various occasions.,4,07/15/2023,Emily,emily****@yahoo.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
Comfortable and trendy,The fabric is soft and the design is fashionable.,4,06/18/2023,Suresh,suresh****@hotmail.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
Great quality,The shirt is durable and fits perfectly.,5,06/02/2023,Sophie,sophie****@gmail.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
Awesome graphic tee,The design is eye-catching and the t-shirt is super comfortable.,5,07/07/2023,Aarav,aarav****@yahoo.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
Great casual shirt,"Perfect for everyday wear, the shirt is stylish and cozy.",4,06/24/2023,Neha,neha****@gmail.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
Fun design,The quirky print adds personality to the t-shirt.,4,06/13/2023,David,david****@hotmail.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
Impressive quality,The shirt feels great and the design is top-notch.,5,07/21/2023,Asha,asha****@yahoo.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
Love it!,The t-shirt is fantastic. Great fit and design.,5,08/05/2023,Akshay,akshay****@gmail.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
Stylish and comfortable,The t-shirt is trendy and feels amazing to wear.,4,09/16/2023,Olivia,olivia****@yahoo.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
Awesome t-shirt!,The design is great and the fabric is so soft.,5,06/05/2023,Arjun,arjun****@gmail.com,7904918241529,monday-unisex-graphic-t-shirt-graphic-tees,,
