title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great design,Love the quirky graphic design on this t-shirt.,5,06/10/2023,Rajiv Sharma,rajiv****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Unique and stylish,The graphic on this t-shirt is one-of-a-kind and adds a cool vibe to my outfit.,5,07/15/2023,Emily Burns,emily****@yahoo.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Comfortable fabric,The 100% cotton fabric is soft and comfortable to wear all day.,4,06/02/2023,Ashok Patel,ashok****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Impressive quality,The t-shirt is well-made and the graphics are vibrant. Very impressed with the quality.,5,06/20/2023,Sophia Lee,sophia****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Perfect fit,The unisex sizing is true to size and the t-shirt fits me perfectly.,5,06/05/2023,Akshay Joshi,akshay****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Eye-catching design,Received many compliments on the unique graphic design of this t-shirt.,4,06/17/2023,Emma Thompson,emma****@yahoo.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Great for casual wear,This t-shirt is perfect for casual occasions and pairs well with jeans or shorts.,4,06/08/2023,Aman Verma,aman****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Unique gift idea,Bought this t-shirt for my friend and they loved the quirky graphic design.,5,06/13/2023,Benjamin Thompson,benjamin****@yahoo.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Versatile t-shirt,The unisex style makes this t-shirt suitable for both men and women. Love the versatility.,4,06/25/2023,Ananya Singh,ananya****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Fun and trendy,Wearing this t-shirt gives me a fun and trendy look. Love the design.,5,06/03/2023,Liam Williams,liam****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Good value for money,This t-shirt is reasonably priced and offers good value for the quality.,4,06/12/2023,Priya Sharma,priya****@gmail.com,7903149916409,bad-vibes-unisex-graphic-t-shirt-graphic-tees,,
Love it!,The design is quirky and the t-shirt is comfortable.,5,08/15/2023,Aditi,aditi*****@gmail.com,7903151390969,coffee-unisex-graphic-t-shirt-graphic-tees,,
Amazing quality,The 100% cotton material feels great on the skin.,5,06/12/2023,Divya,divya*****@gmail.com,7903151390969,coffee-unisex-graphic-t-shirt-graphic-tees,,
Unique design!,"I love the quirky graphic on this t-shirt, it stands out.",4,07/21/2023,Rahul,rahul*****@gmail.com,7903151390969,coffee-unisex-graphic-t-shirt-graphic-tees,,
Great fit,"The sizing is perfect, it fits me well.",5,06/03/2023,Jessica,jessica*****@gmail.com,7903151390969,coffee-unisex-graphic-t-shirt-graphic-tees,,
Comfortable and stylish,"I love wearing this t-shirt, it's comfortable and looks great.",4,08/05/2023,Aryan,aryan*****@gmail.com,7903151390969,coffee-unisex-graphic-t-shirt-graphic-tees,,
Good quality print,The graphic print on the t-shirt is vibrant and doesn't fade after washing.,4,07/05/2023,Sophia,sophia*****@gmail.com,7903151390969,coffee-unisex-graphic-t-shirt-graphic-tees,,
Unique and fun,"I love the quirky design of this t-shirt, it adds personality to my outfits.",5,08/29/2023,Pranav,pranav*****@gmail.com,7903151390969,coffee-unisex-graphic-t-shirt-graphic-tees,,
Great purchase,"This t-shirt exceeded my expectations, great quality and design.",5,06/18/2023,Emily,emily*****@gmail.com,7903151390969,coffee-unisex-graphic-t-shirt-graphic-tees,,
Love the print,"The coffee graphic on this t-shirt is my favorite, it represents my love for coffee.",4,07/11/2023,Arjun,arjun*****@gmail.com,7903151390969,coffee-unisex-graphic-t-shirt-graphic-tees,,
Perfect for coffee lovers,"If you love coffee, this t-shirt is a must-have. It's comfortable and the design is perfect.",5,08/03/2023,Tanvi,tanvi*****@gmail.com,7903151390969,coffee-unisex-graphic-t-shirt-graphic-tees,,
