title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great quality hoodie,"Absolutely love this hoodie, it's so comfy and the material is great!",5,06/09/2023,Amanpreet K.,amanpreet****@gmail.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Awesome design!,"The graphic on this hoodie is amazing, really eye-catching. Love wearing it!",4,06/15/2023,Karen P.,karen****@yahoo.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Super comfortable,"This hoodie is so soft and cozy, perfect for lounging around or going out.",5,06/25/2023,Rahul S.,rahul****@gmail.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Great fit,"I was worried about the sizing, but this hoodie fits perfectly. True to size.",4,07/07/2023,Joanne L.,joanne****@gmail.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Love the message,"The 'Keep It Rolling' design is so motivating, it reminds me to never give up!",5,07/15/2023,Ashwin P.,ashwin****@hotmail.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Great for workouts,I wear this hoodie to the gym and it's perfect. Breathable and stylish.,4,07/21/2023,Priya K.,priya****@gmail.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Nice fabric,"The fabric of this hoodie is really nice, not too heavy but still keeps me warm.",4,07/30/2023,Joshua M.,joshua****@hotmail.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Favorite hoodie,This has quickly become my favorite hoodie. Love the design and comfort.,5,08/04/2023,Amrita B.,amrita****@gmail.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Perfect gift,I bought this hoodie as a gift and the recipient loved it! Great quality.,5,08/12/2023,James C.,james****@yahoo.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Stylish hoodie,I get compliments whenever I wear this hoodie. Love the graphic!,4,08/22/2023,Anjali S.,anjali****@gmail.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Nice color options,I like that this hoodie comes in different colors. I bought the black one and it looks great.,4,08/29/2023,Michael R.,michael****@hotmail.com,7887637938425,keep-it-rolling-graphic-hoodie-for-men-and-women,,
Love the design!,The graphic design on this hoodie is eye-catching and unique.,5,06/02/2023,Rahul S******,rahul*****@gmail.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
Comfortable and stylish,This hoodie is not only trendy but also very comfortable to wear.,4,06/04/2023,Emma P*****,emma*****@yahoo.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
Great for casual wear,I love wearing this hoodie for casual outings. It's my go-to choice.,5,06/10/2023,Ankit M*****,ankit*****@gmail.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
Perfect fit,The classic fit of this hoodie is just perfect. I feel comfortable in it all day long.,5,06/12/2023,Sophie L*****,sophie*****@hotmail.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
Awesome quality,The blend of cotton and polyester used in this hoodie makes it durable and long-lasting.,5,06/20/2023,Karthik R*****,karthik*****@gmail.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
Unique design,The graphic design on this hoodie sets me apart from the crowd. Love it!,4,07/05/2023,Olivia G*****,olivia*****@yahoo.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
Great hoodie for active lifestyle,I wear this hoodie during my outdoor activities and it keeps me comfortable and stylish.,5,07/12/2023,Amit K*****,amit*****@gmail.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
Highly recommended!,"If you want a hoodie that looks great and feels great, go for this one without hesitation.",5,07/20/2023,Emma W*****,emma*****@outlook.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
Impressive craftsmanship,The attention to detail in the crafting of this hoodie is truly remarkable. I'm impressed!,5,08/02/2023,Rohit S*****,rohit*****@gmail.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
Stylish and cozy,This hoodie not only looks stylish but also keeps me cozy in colder weather. Love it!,4,08/08/2023,Lily A*****,lily*****@hotmail.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
Great value for money,"Considering the quality and design, this hoodie is definitely worth every penny.",5,08/15/2023,Aarav G*****,aarav*****@gmail.com,7838104256761,graphic-hoodie-for-men-and-women-kindness,,
