title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great design!,Love the quirky design on this shirt.,5,07/15/2023,Rahul S.,rahul***@gmail.com,7908947951865,classic-unisex-graphic-t-shirt-graphic-tees,,
Perfect fit,The size chart was accurate and the shirt fits perfectly.,5,06/05/2023,Emily J.,emily***@gmail.com,7908947951865,classic-unisex-graphic-t-shirt-graphic-tees,,
Comfy and stylish,This shirt is so comfortable and the design adds a touch of style.,4,06/12/2023,Amar G.,amar***@gmail.com,7908947951865,classic-unisex-graphic-t-shirt-graphic-tees,,
Quality material,The cotton material feels buttery soft and is of high quality.,5,07/07/2023,Sophia M.,sophia***@yahoo.com,7908947951865,classic-unisex-graphic-t-shirt-graphic-tees,,
Versatile design,I can wear this shirt for casual outings or dress it up for special occasions.,4,06/20/2023,Ravi K.,ravi***@hotmail.com,7908947951865,classic-unisex-graphic-t-shirt-graphic-tees,,
Great colors!,The range of colors available is impressive.,4,06/16/2023,Megan L.,megan***@outlook.com,7908947951865,classic-unisex-graphic-t-shirt-graphic-tees,,
Durable and long-lasting,I've been wearing this shirt regularly and it still looks brand new.,5,07/01/2023,Rajesh C.,rajesh***@gmail.com,7908947951865,classic-unisex-graphic-t-shirt-graphic-tees,,
Great gift idea,Bought this shirt as a gift for my friend and they loved it!,5,07/20/2023,Naomi B.,naomi***@gmail.com,7908947951865,classic-unisex-graphic-t-shirt-graphic-tees,,
Unisex design,I love that this shirt can be worn by anyone regardless of gender.,4,06/08/2023,Sanjay P.,sanjay***@yahoo.com,7908947951865,classic-unisex-graphic-t-shirt-graphic-tees,,
Perfect for summer,"The cotton material is lightweight and breathable, ideal for hot weather.",5,07/10/2023,Olivia W.,olivia***@gmail.com,7908947951865,classic-unisex-graphic-t-shirt-graphic-tees,,
