title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great sweatshirt!,Love how comfortable and warm this sweatshirt is. Perfect for colder days.,5,07/12/2023,Rakesh K.,rakesh****@gmail.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Nice design and fit,I really like the design and fit of this sweatshirt. It's stylish and comfortable to wear.,4,06/25/2023,Emily P.,emily****@yahoo.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Cozy and versatile,This sweatshirt is so cozy and versatile. It's great for lounging at home or running errands.,5,05/31/2023,Sneha S.,sneha****@gmail.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Love the quality,The quality of this sweatshirt is amazing. It feels soft and well-made.,5,08/14/2023,Julia A.,julia****@yahoo.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Favorite sweatshirt!,This is my favorite sweatshirt. It's so comfortable and I love the classic fit.,5,07/02/2023,Rahul M.,rahul****@gmail.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Perfect for layering,I wear this sweatshirt as a layering piece on colder days and it keeps me warm. Great purchase!,4,06/06/2023,Lily C.,lily****@yahoo.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Comfortable and stylish,I love how comfortable and stylish this sweatshirt is. The ribbed cuffs and hem add a nice touch.,5,05/30/2023,Aarav S.,aarav****@gmail.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Great value for money,This sweatshirt offers great value for money. It's well-priced and the quality is top-notch.,5,08/08/2023,Sophie B.,sophie****@yahoo.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Amazing sweatshirt!,I am in love with this sweatshirt. It's so comfortable and the material is excellent.,5,07/19/2023,Ishaan G.,ishaan****@gmail.com,7805124083961,mood-sweatshirt-for-men-and-women,,
Versatile and cozy,This sweatshirt is versatile and cozy. I can wear it with anything and feel comfortable.,4,06/15/2023,Olivia W.,olivia****@yahoo.com,7805124083961,mood-sweatshirt-for-men-and-women,,
