title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Awesome t-shirt!,Love the quirky design and comfortable fabric.,5,07/15/2023,Rajesh K.,rajesh**@gmail.com,7904921026809,dont-touch-me-unisex-graphic-t-shirt-graphic-tees,,
Great quality,The fabric feels great and the design is unique.,4,06/05/2023,Emily W.,emily**@yahoo.com,7904921026809,dont-touch-me-unisex-graphic-t-shirt-graphic-tees,,
Comfortable and stylish,"I love wearing this t-shirt, it's so soft and the design is eye-catching.",5,06/26/2023,Akash R.,akash**@gmail.com,7904921026809,dont-touch-me-unisex-graphic-t-shirt-graphic-tees,,
Perfect fit,The size chart was accurate and the t-shirt fits me perfectly.,5,07/01/2023,Sophia L.,sophia**@gmail.com,7904921026809,dont-touch-me-unisex-graphic-t-shirt-graphic-tees,,
Unique design,"I always get compliments when I wear this t-shirt, the design is so cool!",5,06/15/2023,Amit B.,amit**@gmail.com,7904921026809,dont-touch-me-unisex-graphic-t-shirt-graphic-tees,,
Soft and comfortable,The fabric is really soft and the t-shirt is very comfortable to wear.,4,06/10/2023,Olivia M.,olivia**@hotmail.com,7904921026809,dont-touch-me-unisex-graphic-t-shirt-graphic-tees,,
Eye-catching design,The design of this t-shirt is so unique and always catches attention.,5,07/05/2023,Ravi S.,ravi**@gmail.com,7904921026809,dont-touch-me-unisex-graphic-t-shirt-graphic-tees,,
Well-made t-shirt,The quality of the t-shirt is excellent and the print is vibrant.,4,06/20/2023,Emma B.,emma**@yahoo.com,7904921026809,dont-touch-me-unisex-graphic-t-shirt-graphic-tees,,
Love the colors,"The range of colors available for this t-shirt is amazing, I got one in each color!",5,06/08/2023,Arun K.,arun**@gmail.com,7904921026809,dont-touch-me-unisex-graphic-t-shirt-graphic-tees,,
Perfect for any occasion,I can wear this t-shirt on casual days or dress it up for special occasions.,5,07/10/2023,Lily C.,lily**@yahoo.com,7904921026809,dont-touch-me-unisex-graphic-t-shirt-graphic-tees,,
Awesome sweatshirt!,I love the soft fabric and the relaxed fit of this sweatshirt. Perfect for everyday wear.,5,06/03/2023,Amit P.,amit*****@gmail.com,7900392554745,dystopia-graphic-sweatshirt-for-men-and-women,,
Super comfortable!,This sweatshirt is so cozy and comfortable. I wear it all the time for lounging around at home.,4,06/15/2023,Priya S.,priya*****@yahoo.com,7900392554745,dystopia-graphic-sweatshirt-for-men-and-women,,
Great quality!,The material of this sweatshirt is really nice and durable. It has held up well after multiple washes.,4,06/20/2023,Michael B.,michael*****@gmail.com,7900392554745,dystopia-graphic-sweatshirt-for-men-and-women,,
Stylish design!,I love the graphic design on this sweatshirt. It adds a cool and trendy touch to my outfits.,5,07/10/2023,Neha G.,neha*****@gmail.com,7900392554745,dystopia-graphic-sweatshirt-for-men-and-women,,
Perfect fit!,This sweatshirt fits me perfectly and is true to size. I'm very satisfied with the fit.,5,07/12/2023,Rajesh K.,rajesh*****@hotmail.com,7900392554745,dystopia-graphic-sweatshirt-for-men-and-women,,
Cozy and warm!,I bought this sweatshirt for the colder months and it has kept me nice and warm. The fabric is so cozy.,4,07/18/2023,Jessica M.,jessica*****@gmail.com,7900392554745,dystopia-graphic-sweatshirt-for-men-and-women,,
Unique design!,The graphic on this sweatshirt is really unique and eye-catching. I always get compliments when I wear it.,5,08/05/2023,Sandeep R.,sandeep*****@yahoo.com,7900392554745,dystopia-graphic-sweatshirt-for-men-and-women,,
Great for workouts!,I wear this sweatshirt to the gym and it's perfect for workouts. The material is breathable and comfortable.,4,08/15/2023,Emily W.,emily*****@gmail.com,7900392554745,dystopia-graphic-sweatshirt-for-men-and-women,,
Highly recommended!,"I highly recommend this sweatshirt. It's stylish, comfortable, and great quality.",5,09/02/2023,Aarav J.,aarav*****@gmail.com,7900392554745,dystopia-graphic-sweatshirt-for-men-and-women,,
Great value for money!,This sweatshirt is worth every penny. It's affordable and the quality is outstanding.,5,09/15/2023,Sophia L.,sophia*****@hotmail.com,7900392554745,dystopia-graphic-sweatshirt-for-men-and-women,,
