product_handle,status,content,rating,photo_url,name,country,email,created_at
light-blue-linen-shirt-for-men-and-women,,"Absolutely love the light blue linen t-shirt I purchased. The fabric is so comfortable and breathable, perfect for summer days.",5,,Aarav Patel,,aarav_patel***@gmail.com,2023-12-15
light-blue-linen-shirt-for-men-and-women,,"The quality of the light blue linen t-shirt is impressive. It fits well and looks stylish, great for casual outings.",4,,Neha Singh,,neha.singh***@gmail.com,2024-01-25
light-blue-linen-shirt-for-men-and-women,,Bought this light blue linen t-shirt for my husband and he absolutely loves it. The color is vibrant and the material is soft.,5,,Vivek Kumar,,vivek.kumar***@gmail.com,2023-12-28
light-blue-linen-shirt-for-men-and-women,,Received the light blue linen t-shirt as a gift and I'm so happy with it. The fit is perfect and the color is beautiful.,5,,Khushi Sharma,,khushi.sharma***@gmail.com,2024-02-10
light-blue-linen-shirt-for-men-and-women,,The light blue linen t-shirt is a must-have in every wardrobe. It's versatile and can be dressed up or down effortlessly.,5,,Rohan Gupta,,rohan.gupta***@gmail.com,2024-03-07
light-blue-linen-shirt-for-men-and-women,,This light blue linen t-shirt is so comfortable to wear. The fabric is lightweight and perfect for hot weather.,4,,Priya Malhotra,,priya.malhotra***@gmail.com,2023-12-20
light-blue-linen-shirt-for-men-and-women,,I am impressed with the quality of the light blue linen t-shirt. It's well-made and looks stylish.,4,,Aditya Roy,,aditya.roy***@gmail.com,2024-01-18
light-blue-linen-shirt-for-men-and-women,,Love the light blue linen t-shirt I purchased. It's my go-to choice for a casual day out.,5,,Meera Iyer,,meera.iyer***@gmail.com,2024-02-28
light-blue-linen-shirt-for-men-and-women,,The light blue linen t-shirt is so soft and comfortable. I can wear it all day without any discomfort.,5,,Aryan Reddy,,aryan.reddy***@gmail.com,2024-03-15
light-blue-linen-shirt-for-men-and-women,,I bought this light blue linen t-shirt for my wife and she loves it. The fit is perfect and the color is lovely.,5,,Sneha Kapoor,,sneha.kapoor***@gmail.com,2024-01-05
light-blue-linen-shirt-for-men-and-women,,The light blue linen t-shirt is a great addition to my wardrobe. It's easy to style and looks trendy.,4,,Amit Singh,,amit.singh***@gmail.com,2023-12-10
light-blue-linen-shirt-for-men-and-women,,This light blue linen t-shirt is perfect for a casual day out. The color is refreshing and the fabric is high quality.,5,,Riya Choudhary,,riya.choudhary***@gmail.com,2024-02-20
