product_handle,status,content,rating,photo_url,name,country,email,created_at
black-oversized-shirts-for-men-and-women,,Absolutely love the black oversized t-shirt! It's super comfortable and stylish. Perfect for a casual look.,5,,Aarav Patel,India,aaravpatel***@example.com,2023-12-15
black-oversized-shirts-for-men-and-women,,The oversized white t-shirt is a great addition to my wardrobe. It's soft and fits perfectly. Highly recommend!,4,,Priya Singh,India,priyasingh***@example.com,2023-12-28
black-oversized-shirts-for-men-and-women,,The pink oversized t-shirt is so cute! I get compliments every time I wear it. Love the color and the fit.,5,,Vivan Sharma,India,vivansharma***@example.com,2024-01-05
black-oversized-shirts-for-men-and-women,,The brown oversized t-shirt is perfect for a laid-back day. It's really comfortable and looks great with jeans.,4,,Neha Gupta,India,nehagupta***@example.com,2024-01-20
black-oversized-shirts-for-men-and-women,,The grey oversized t-shirt is a must-have! It's so versatile and easy to style. Great quality too.,5,,Arjun Patel,India,arjunpatel***@example.com,2024-02-08
black-oversized-shirts-for-men-and-women,,I adore the off white oversized t-shirt. It's so chic and comfortable. Perfect for lounging or running errands.,5,,Kritika Joshi,India,kritikajoshi***@example.com,2024-02-15
black-oversized-shirts-for-men-and-women,,The yellow oversized t-shirt is a fun pop of color. It's great for summer and the fit is just right.,4,,Rohan Malhotra,India,rohanmalhotra***@example.com,2024-03-02
black-oversized-shirts-for-men-and-women,,The drop shoulder oversized t-shirt is a trendy choice. Love the unique style and the comfortable fabric.,4,,Meera Reddy,India,meerareddy***@example.com,2024-03-18
black-oversized-shirts-for-men-and-women,,The green oversized t-shirt is perfect for a casual day out. The color is vibrant and the fit is loose but flattering.,5,,Aryan Kapoor,India,aryankapoor***@example.com,2024-04-01
black-oversized-shirts-for-men-and-women,,The white women's oversized t-shirt is a classic staple. It's comfortable and can be dressed up or down easily.,4,,Ayesha Khan,India,ayeshakhan***@example.com,2024-04-10
