title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great Protection!,"This case is tough and durable, perfect for protecting my phone.",5,06/05/2023,Rohit K.,rohitk*****@gmail.com,7967844270329,quote-tough-case-for-iphone®,,
Love the Style,"Not only does this case provide great protection, but it also looks stylish!",5,06/15/2023,Emma R.,emm*r*****@hotmail.com,7967844270329,quote-tough-case-for-iphone®,,
Impressive Dual-Layer Design,"The dual-layer design of this case is impressive, providing maximum impact absorption.",4,06/20/2023,Ravi S.,ravi***@yahoo.com,7967844270329,quote-tough-case-for-iphone®,,
Perfect Fit,"The case fits my iPhone perfectly, with precisely aligned port openings.",5,07/02/2023,Sarah M.,sarah*****@outlook.com,7967844270329,quote-tough-case-for-iphone®,,
Great Quality,"I'm impressed with the quality of this case, both in terms of durability and style.",5,07/10/2023,Amit P.,amitp****@gmail.com,7967844270329,quote-tough-case-for-iphone®,,
Good Investment,This case is worth the investment to keep my iPhone fashionable and safe.,4,07/18/2023,Olivia H.,oliv**@yahoo.co.uk,7967844270329,quote-tough-case-for-iphone®,,
Sturdy and Reliable,The polycarbonate outer shell and TPU inner liner make this case incredibly sturdy and reliable.,5,08/05/2023,Arjun S.,arjuns*****@gmail.com,7967844270329,quote-tough-case-for-iphone®,,
Fashionable Protection,This case not only protects my phone but also keeps it fashionable all year round.,4,08/14/2023,Sophie C.,sophi**@hotmail.com,7967844270329,quote-tough-case-for-iphone®,,
Easy Charging,"I love that this case is induction charging compatible, making it convenient to charge my phone.",5,08/28/2023,Jayesh P.,jayes****@yahoo.com,7967844270329,quote-tough-case-for-iphone®,,
Strong and Durable,"This case is strong and durable, providing excellent protection for my iPhone.",5,09/10/2023,Mia L.,mial****@gmail.com,7967844270329,quote-tough-case-for-iphone®,,
Great hoodie!,I love the design and it's so comfortable.,5,09/01/2023,Rahul C***,rahulc***@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
Unique and eye-catching,This hoodie stands out from the rest!,4,07/10/2023,Emily S****,emilys****@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
Love the Canadian touch,Proud to support Canadian designs!,5,06/14/2023,Harish G***,harishg***@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
Comfy and stylish,This hoodie is perfect for both lounging at home and going out.,4,06/03/2023,Sophia P****,sophiap****@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
Awesome hoodie!,I love how soft and cozy it feels.,5,08/25/2023,Aarav C****,aaravc****@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
Perfect casual wear,I wear this hoodie all the time and always get compliments.,5,06/06/2023,Isha T****,ishat****@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
High quality material,The hoodie feels durable and well-made.,4,09/23/2023,Lucas J****,lucasj****@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
Love the design,The graphic is really cool and stands out.,4,07/07/2023,Maya K****,mayak****@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
Cozy and fashionable,I wear this hoodie everywhere and it keeps me warm.,5,06/12/2023,Arjun S****,arjuns****@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
Great quality hoodie,The material is thick and feels high quality.,5,06/25/2023,Mia B****,miab****@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
Love this hoodie!,The fit is great and the design is awesome.,5,08/11/2023,Vivaan N****,vivaann****@gmail.com,7968006308089,copy-of-ran-out-of-coffee-graphic-hoodie-men-and-women,,
