title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great T-shirt!,Love the design and the fit.,5,06/15/2023,Rahul S.,rahul***@gmail.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
Awesome print!,The print quality is excellent. Really eye-catching design.,5,06/28/2023,Emily C.,emily***@yahoo.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
Comfortable and stylish,The t-shirt is soft and fits well. The design adds a cool vibe to any outfit.,4,07/03/2023,Aarav K.,aarav***@gmail.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
Impressive quality,The fabric feels durable and the print looks like it will last. Very satisfied with my purchase.,5,07/12/2023,Sophia R.,sophia***@gmail.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
Unique design,I love wearing this tee. The design stands out and I always get compliments.,5,07/18/2023,Mohammed H.,mohammed***@hotmail.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
Great purchase!,I'm very happy with this t-shirt. The fit is perfect and the print is vibrant.,5,07/23/2023,Priya M.,priya***@gmail.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
Love the design!,The graphic on this t-shirt is really cool. Adds personality to my style.,4,07/30/2023,Lucas D.,lucas***@hotmail.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
Excellent fit,The unisex fit of this t-shirt is great. It's comfortable and looks stylish.,5,08/06/2023,Isha P.,isha***@gmail.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
Best t-shirt ever!,"I own many graphic tees, but this one is my favorite. The quality is top-notch.",5,08/12/2023,Oliver L.,oliver***@yahoo.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
Great shirt!,The cotton is soft and comfortable. I love the design!,4,08/20/2023,Hannah T.,hannah***@gmail.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
Amazing t-shirt,This t-shirt is beyond my expectations. The print is vibrant and the fit is perfect.,5,08/28/2023,Aryan S.,aryan***@yahoo.com,7969868546297,swole-like-a-bull-pump-cover-unisex-graphic-t-shirt-graphic-tees,,
