title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Love it!,Great quality and design,5,2023-06-12,Rahul Sharma,rahul*****@gmail.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Awesome sweatshirt,Perfect fit and comfortable fabric,5,2023-07-18,Alexandra Lee,alexandr*****@gmail.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Impressive design,The print quality is amazing,4,2023-08-05,Suresh Patel,suresh*****@gmail.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Comfortable and stylish,Love the fit and the graphic on the sweatshirt,5,2023-06-22,Priya Singh,priya*****@yahoo.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Unique design,Received many compliments on this sweatshirt,4,2023-07-05,Brandon Rodriguez,brandon*****@gmail.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Worth every penny,High-quality fabric and comfortable to wear,5,2023-08-19,Anjali Desai,anjali*****@yahoo.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Great gift idea,Bought this as a present and they loved it,5,2023-07-10,Emily Thompson,emilyt*****@gmail.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Fantastic sweatshirt,Super soft and the design is awesome,5,2023-06-14,Rajesh Gupta,rajesh*****@gmail.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Amazing quality,Feels great and looks great,5,2023-08-03,Sophia Lee,sophial*****@gmail.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Perfect for fans,Represent your favorite characters in style,4,2023-06-29,Amit Shah,amitsh*****@outlook.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Great fit,The hoodie fits perfectly,4,2023-07-08,Olivia Johnson,olivia*****@gmail.com,7969871134969,just-keep-on-vibing-graphic-sweatshirt-for-men-and-women,,
Great T-shirt!,Love the vibrant design and comfortable fit.,5,06/15/2023,Rajesh,rajesh****@gmail.com,7969870545145,just-keep-on-vibing-unisex-graphic-t-shirt-graphic-tees,,
Awesome Tee!,The print quality is fantastic and the fabric feels great.,5,07/01/2023,Emma,emma****@yahoo.com,7969870545145,just-keep-on-vibing-unisex-graphic-t-shirt-graphic-tees,,
Comfortable and Stylish,The fit is perfect and I love the vibrant design. Highly recommend!,5,06/22/2023,Sachin,sachin****@hotmail.com,7969870545145,just-keep-on-vibing-unisex-graphic-t-shirt-graphic-tees,,
Impressed!,The quality of the t-shirt is amazing. The design really stands out.,4,06/12/2023,Sophie,sophie****@gmail.com,7969870545145,just-keep-on-vibing-unisex-graphic-t-shirt-graphic-tees,,
Fantastic T-shirt!,The fabric is so soft and comfortable. The print is vibrant and eye-catching!,5,07/10/2023,Rahul,rahul****@outlook.com,7969870545145,just-keep-on-vibing-unisex-graphic-t-shirt-graphic-tees,,
Love this Tee!,The design represents the vibrant energy of Toronto. Great fit and quality.,5,06/18/2023,Lakshmi,lakshmi****@yahoo.com,7969870545145,just-keep-on-vibing-unisex-graphic-t-shirt-graphic-tees,,
Comfortable and Unique,The shirt is super comfortable and the design is unlike anything I've seen before.,5,07/05/2023,Ryan,ryan****@gmail.com,7969870545145,just-keep-on-vibing-unisex-graphic-t-shirt-graphic-tees,,
Beautiful Design,The colors on the shirt are vibrant and the graphic is stunning. Very happy with my purchase.,5,06/25/2023,Isha,isha****@hotmail.com,7969870545145,just-keep-on-vibing-unisex-graphic-t-shirt-graphic-tees,,
Great Quality,The t-shirt feels durable and the print has not faded after multiple washes.,4,06/08/2023,Alex,alex****@yahoo.com,7969870545145,just-keep-on-vibing-unisex-graphic-t-shirt-graphic-tees,,
Unique and Comfortable,I love how the design stands out and the shirt is very comfortable to wear.,4,07/15/2023,Zoya,zoya****@gmail.com,7969870545145,just-keep-on-vibing-unisex-graphic-t-shirt-graphic-tees,,
