title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Nice Design,Love the vibrant design and colors!,5,06/06/2023,Aarav,aarav*****@gmail.com,7970130166009,new-day-graphic-hoodie-for-men-and-women,,
Great Quality,The fabric feels really soft and comfortable to wear.,5,06/12/2023,Sophia,sophia***@yahoo.com,7970130166009,new-day-graphic-hoodie-for-men-and-women,,
Perfect Fit,It has a regular unisex fit and looks great on both men and women.,5,06/30/2023,Kiran,kiran***@gmail.com,7970130166009,new-day-graphic-hoodie-for-men-and-women,,
Stylish and Trendy,I received compliments for the hoodie wherever I went. Love the style!,5,07/05/2023,Emily,emily***@gmail.com,7970130166009,new-day-graphic-hoodie-for-men-and-women,,
Amazing Print Quality,The print on the hoodie is vibrant and detailed. Looks really impressive!,5,07/17/2023,Rohan,rohan***@hotmail.com,7970130166009,new-day-graphic-hoodie-for-men-and-women,,
Ethically Sourced,I appreciate that the garment is ethically sourced. It makes me feel good about my purchase.,5,07/25/2023,Priya,priya***@gmail.com,7970130166009,new-day-graphic-hoodie-for-men-and-women,,
Love the Comfort,"The hoodie is so comfortable to wear, I never want to take it off!",5,08/02/2023,Noah,noah***@yahoo.com,7970130166009,new-day-graphic-hoodie-for-men-and-women,,
Perfect for Fall,This hoodie is perfect for the fall season. Keeps me warm and stylish.,5,08/16/2023,Isha,isha***@gmail.com,7970130166009,new-day-graphic-hoodie-for-men-and-women,,
Unique Design,The design on this hoodie is unlike anything I've seen before. Love it!,5,08/25/2023,Liam,liam***@hotmail.com,7970130166009,new-day-graphic-hoodie-for-men-and-women,,
Great Customer Service,The customer service was excellent. They promptly answered all my questions.,5,09/07/2023,Neha,neha***@gmail.com,7970130166009,new-day-graphic-hoodie-for-men-and-women,,
Love the design,The graphic on this hoodie is amazing!,5,06/15/2023,Anita Patel,anita*****@gmail.com,7970127184121,no-lift-no-gift-pump-cover-graphic-hoodie-for-men-and-women,,
Comfortable fit,"This hoodie is so comfortable to wear, it feels great!",4,09/05/2023,Daniel Johnson,daniel****@yahoo.com,7970127184121,no-lift-no-gift-pump-cover-graphic-hoodie-for-men-and-women,,
Great quality,"The print on this hoodie is flawless, and the fabric feels durable.",5,07/20/2023,Priya Sharma,priya****@hotmail.com,7970127184121,no-lift-no-gift-pump-cover-graphic-hoodie-for-men-and-women,,
Unique design,I love wearing this hoodie because the design is so unique!,4,06/30/2023,Michelle Evans,michelle****@gmail.com,7970127184121,no-lift-no-gift-pump-cover-graphic-hoodie-for-men-and-women,,
Perfect hoodie,"I couldn't be happier with this hoodie, it's exactly what I was looking for.",5,10/18/2023,David Miller,david****@gmail.com,7970127184121,no-lift-no-gift-pump-cover-graphic-hoodie-for-men-and-women,,
Great purchase,"I'm so glad I bought this hoodie, it's become my new favorite.",5,07/10/2023,Aarav Patel,aarav****@gmail.com,7970127184121,no-lift-no-gift-pump-cover-graphic-hoodie-for-men-and-women,,
Awesome hoodie,"This hoodie is awesome, the design really stands out.",5,08/25/2023,Sophia Hernandez,sophia****@yahoo.com,7970127184121,no-lift-no-gift-pump-cover-graphic-hoodie-for-men-and-women,,
Impressive quality,"The quality of this hoodie is impressive, it exceeded my expectations.",5,06/20/2023,Ravi Gupta,ravi****@hotmail.com,7970127184121,no-lift-no-gift-pump-cover-graphic-hoodie-for-men-and-women,,
Stylish and comfortable,"This hoodie combines style and comfort perfectly, love it!",4,08/05/2023,Emily Wilson,emily****@gmail.com,7970127184121,no-lift-no-gift-pump-cover-graphic-hoodie-for-men-and-women,,
Great gift idea,I bought this hoodie as a gift and the recipient absolutely loved it!,5,09/15/2023,Arjun Singh,arjun****@hotmail.com,7970127184121,no-lift-no-gift-pump-cover-graphic-hoodie-for-men-and-women,,
