title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Awesome hoodie!,Love the design and the comfort of this hoodie. Highly recommend!,5,06/05/2023,Rahul,rahul*******@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Great quality,The print on this hoodie is amazing and the fabric feels really nice. Definitely worth the price.,5,06/12/2023,Sophia,sophia*********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Unique design,I love the creativity of the graphic design on this hoodie. Makes it stand out from other hoodies.,4,06/22/2023,Aarav,aarav*********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Comfortable and stylish,This hoodie is not only comfortable but also looks great. Perfect for casual outings.,5,06/30/2023,Olivia,olivia**********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Great fit,The unisex fit of this hoodie is perfect. It's neither too loose nor too tight.,4,07/08/2023,Vihaan,vihaan**********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Awesome print,The print on this hoodie is vibrant and eye-catching. Definitely a conversation starter.,5,07/18/2023,Emma,emma**********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Good value for money,"Considering the quality and design, this hoodie is reasonably priced. Happy with my purchase.",4,07/25/2023,Aryan,aryan**********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Soft and cozy,The cotton-polyester fabric of this hoodie is so soft and cozy. Feels great to wear.,5,08/02/2023,Isha,isha***********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Unique and stylish,I love how this hoodie combines unique design with a stylish look. Definitely a fashion statement.,5,08/10/2023,Noah,noah***********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Perfect fit,"I'm usually skeptical about ordering clothes online, but the size guide for this hoodie was accurate. It fits perfectly.",4,08/18/2023,Mohamed,mohamed***********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Impressive print quality,The print on this hoodie is sharp and doesn't fade after multiple washes. Very impressed with the quality.,5,08/26/2023,Liam,liam***********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Unique design,I haven't seen anyone else wearing a hoodie with such a cool design. Love the uniqueness.,4,09/03/2023,Aarav,aarav***********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Great customer service,I had a query regarding the sizing and the customer service team was prompt and helpful in assisting me. Appreciate their support.,5,09/11/2023,Ananya,ananya***********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Love the cotton blend,The 50% cotton and 50% polyester blend of this hoodie makes it both soft and durable. Best of both worlds.,4,09/19/2023,Sophia,sophia***********@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Perfect gift,Bought this hoodie as a gift for my boyfriend and he absolutely loves it. Great choice for anyone into fitness.,5,09/27/2023,Isha,isha************@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Stylish and comfortable,This hoodie not only looks stylish but also feels incredibly comfortable. Can wear it all day.,5,10/05/2023,Olivia,olivia************@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Great hoodie for workouts,I wear this hoodie during my workouts and it provides the perfect balance of comfort and flexibility. Highly recommend for gym-goers.,4,10/13/2023,Aryan,aryan************@gmail.com,7970126856441,god-bless-this-gains-pump-cover-graphic-hoodie-for-men-and-women,,
Great Shirt!,Very comfortable and stylish.,5,05/31/2023,Ananya*,ananya*@gmail.com,7969869791481,great-and-grateful-unisex-graphic-t-shirt-graphic-tees,,
Love the Design!,The print quality is amazing.,5,06/01/2023,Saurabh*,saurabh*@yahoo.com,7969869791481,great-and-grateful-unisex-graphic-t-shirt-graphic-tees,,
Super Comfy,The cotton fabric feels great on the skin.,4,06/05/2023,Sophia*,sophia*@hotmail.com,7969869791481,great-and-grateful-unisex-graphic-t-shirt-graphic-tees,,
Perfect Fit,The unisex fit is true to size.,5,06/08/2023,Arnav*,arnav*@gmail.com,7969869791481,great-and-grateful-unisex-graphic-t-shirt-graphic-tees,,
Creative Design,The graphic on the shirt is unique and eye-catching.,4,06/10/2023,Emma*,emma*@yahoo.com,7969869791481,great-and-grateful-unisex-graphic-t-shirt-graphic-tees,,
Impressive Quality,The print on the shirt is vibrant and long-lasting.,5,06/12/2023,Aarav*,aarav*@gmail.com,7969869791481,great-and-grateful-unisex-graphic-t-shirt-graphic-tees,,
Love the Colors,The shirt adds a pop of color to my wardrobe.,4,06/15/2023,Aanya*,aanya*@hotmail.com,7969869791481,great-and-grateful-unisex-graphic-t-shirt-graphic-tees,,
Unique Style,I get compliments whenever I wear this shirt.,5,06/18/2023,Elijah*,elijah*@gmail.com,7969869791481,great-and-grateful-unisex-graphic-t-shirt-graphic-tees,,
Great Purchase,This shirt exceeded my expectations.,5,06/20/2023,Lakshmi*,lakshmi*@yahoo.com,7969869791481,great-and-grateful-unisex-graphic-t-shirt-graphic-tees,,
Comfortable and Stylish,The perfect combination for a graphic tee.,4,06/25/2023,Ayush*,ayush*@gmail.com,7969869791481,great-and-grateful-unisex-graphic-t-shirt-graphic-tees,,
