title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Cool Design,Love the quirky design of this t-shirt!,5,06/02/2023,Ravi Kumar,ravi****@gmail.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Great Quality,The cotton material is buttery soft and feels amazing!,4,06/05/2023,Sophia White,sophi*****@yahoo.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Love the Versatility,This t-shirt is perfect for both casual and dressy occasions.,5,06/10/2023,Aarav Patel,aarav****@gmail.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Impressed with Durability,This t-shirt has held up well even after several washes.,4,06/15/2023,Emily Smith,emily****@hotmail.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Comfortable Fit,The t-shirt fits perfectly and is very comfortable to wear.,5,06/20/2023,Aryan Gupta,aryan****@gmail.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Unique and Eye-Catching,Received many compliments on the quirky design of this t-shirt.,5,06/25/2023,Olivia Johnson,olivia*****@yahoo.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Highly Recommend,This t-shirt exceeded my expectations. Definitely worth buying!,5,06/30/2023,Vishal Sharma,visha****@gmail.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Fantastic Purchase,I'm extremely happy with this t-shirt. It looks and feels great.,5,07/03/2023,Emma Brown,emma*****@hotmail.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Great Range of Colors,I love that this t-shirt is available in various colors. I got one in red and it's awesome!,5,07/08/2023,Aditya Singh,adity****@gmail.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Perfect Gift Idea,Bought this t-shirt as a gift and my friend loved it. Great choice!,5,07/13/2023,Amelia Wilson,ameli*****@yahoo.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Amazing Quality,The material used for this t-shirt is top-notch. Very impressed!,4,07/18/2023,Arjun Kapoor,arjun****@gmail.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Super Comfortable,I can wear this t-shirt all day and still feel comfortable. Highly recommended for daily wear.,5,07/23/2023,Mia Davis,mia.d****@hotmail.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
Unique Design,The design of this t-shirt is unlike anything I've seen before. Love it!,4,07/28/2023,Kabir Sharma,kabir****@gmail.com,7909449335033,expecto-potato-unisex-graphic-t-shirt-graphic-tees,,
