title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Amazing Hat,I love how this hat fits and looks!,5,06/10/2023,Rahul G****,rahulg****@gmail.com,7967843975417,torcc-hat,,
Comfortable and Stylish,This hat is both comfortable to wear and looks stylish!,5,07/08/2023,Emily M*******,emilym*******@yahoo.com,7967843975417,torcc-hat,,
Great Quality,The hat is made with great quality materials. Highly recommend!,5,06/12/2023,Aarav S****,aaravs****@gmail.com,7967843975417,torcc-hat,,
Perfect Fit,The adjustable snap closure ensures a perfect fit for anyone.,5,06/25/2023,Sophia B*******,sophiab*******@yahoo.com,7967843975417,torcc-hat,,
Love the Design,The green camo design of this hat is really cool!,5,07/18/2023,Arjun K****,arjunk****@gmail.com,7967843975417,torcc-hat,,
Great Purchase,I'm really happy with my purchase of this hat!,5,07/29/2023,Ella T*******,ellat*******@yahoo.com,7967843975417,torcc-hat,,
Everyone Loves It,I've received so many compliments on this hat. It's a hit!,5,06/17/2023,Aryan S****,aryans****@gmail.com,7967843975417,torcc-hat,,
Great Gift,I bought this hat as a gift and it was loved by the recipient.,5,07/03/2023,Olivia C*******,oliviac*******@yahoo.com,7967843975417,torcc-hat,,
Stylish Design,The design of this hat is trendy and fashionable!,5,06/09/2023,Anaya M*******,anayam*******@gmail.com,7967843975417,torcc-hat,,
Great for Outdoor Activities,I wear this hat for hiking and it provides great sun protection!,4,07/25/2023,Liam J*****,liamj*****@gmail.com,7967843975417,torcc-hat,,
