title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Love the design!,The graphic on this sweatshirt is top-notch.,5,07/11/2023,Ravi P.,ravi***@gmail.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Great quality,The sweatshirt is made with premium materials and feels very comfortable.,5,07/02/2023,Grace L.,grace***@hotmail.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Perfect fit,"I love how this sweatshirt fits me. Not too tight, not too loose.",5,06/12/2023,Amit M.,amit***@yahoo.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Awesome print,The graphic print on this sweatshirt is amazing. I get compliments all the time.,5,05/31/2023,Sophia C.,sophia***@gmail.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Ethical sourcing,It's great to know that this sweatshirt is ethically sourced. I support sustainable fashion.,4,06/29/2023,Kamala S.,kamala***@gmail.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Love it!,This sweatshirt is my new favorite. I wear it all the time.,5,06/20/2023,Daniel K.,daniel***@yahoo.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Cool design,The design on this sweatshirt is so cool. I'm a big fan.,4,07/18/2023,Meera B.,meera***@gmail.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Comfortable,The fabric is soft and comfortable. Perfect for lounging around.,5,06/05/2023,Oliver M.,oliver***@hotmail.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Impressive print quality,The print on this sweatshirt is vibrant and doesn't fade after washing.,5,07/06/2023,Sarah D.,sarah***@gmail.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Stylish and comfortable,This sweatshirt combines style and comfort perfectly. It's my go-to choice.,5,06/15/2023,Aarav S.,aarav***@yahoo.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Great purchase,I'm very happy with my purchase. The sweatshirt exceeded my expectations.,5,07/14/2023,Grace P.,grace***@gmail.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Awesome sweatshirt,I absolutely love this sweatshirt. The design is unique and eye-catching.,5,06/08/2023,Vikram S.,vikram***@hotmail.com,7969871462649,positive-mind-positive-life-graphic-sweatshirt-for-men-and-women,,
Awesome T-shirt!,I love this t-shirt. It's comfortable and the design is amazing!,5,06/25/2023,Sneha K.,snehak****@gmail.com,7969869660409,positive-mind-positive-life-unisex-graphic-t-shirt-graphic-tees,,
Great quality,The print quality on this t-shirt is excellent. The fabric is soft and comfortable too!,5,07/10/2023,Mark C.,markc****@gmail.com,7969869660409,positive-mind-positive-life-unisex-graphic-t-shirt-graphic-tees,,
Fits perfectly,This t-shirt has a great fit. It's not too tight or too loose.,4,06/05/2023,Rahul S.,rahuls****@yahoo.co.in,7969869660409,positive-mind-positive-life-unisex-graphic-t-shirt-graphic-tees,,
Beautiful design,The design on this t-shirt is so eye-catching. I've received many compliments!,5,06/15/2023,Emma P.,emmap****@gmail.com,7969869660409,positive-mind-positive-life-unisex-graphic-t-shirt-graphic-tees,,
Comfortable and stylish,I love how comfortable this t-shirt is and it looks great with jeans!,5,07/20/2023,Rajesh M.,rajeshm****@outlook.com,7969869660409,positive-mind-positive-life-unisex-graphic-t-shirt-graphic-tees,,
Great customer service,The customer service team was very helpful with my order. Quick response and friendly!,4,06/30/2023,Sophia L.,sophial****@yahoo.com,7969869660409,positive-mind-positive-life-unisex-graphic-t-shirt-graphic-tees,,
Unique design,I haven't seen a t-shirt with such a unique design before. Love it!,5,06/10/2023,Arjun R.,arjunr****@gmail.com,7969869660409,positive-mind-positive-life-unisex-graphic-t-shirt-graphic-tees,,
Perfect gift,I bought this t-shirt as a gift for my friend and they absolutely loved it!,5,07/15/2023,Alice H.,aliceh****@hotmail.com,7969869660409,positive-mind-positive-life-unisex-graphic-t-shirt-graphic-tees,,
Soft fabric,The fabric of this t-shirt is so soft and comfortable to wear. I love it!,5,06/20/2023,Aman K.,amank****@yahoo.co.in,7969869660409,positive-mind-positive-life-unisex-graphic-t-shirt-graphic-tees,,
Great colors,The colors on this t-shirt are vibrant and stay bright even after multiple washes.,4,07/05/2023,Liam M.,liamm****@gmail.com,7969869660409,positive-mind-positive-life-unisex-graphic-t-shirt-graphic-tees,,
