title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Awesome sweatshirt!,I love the inspiring print and the soft fabric.,5,06/02/2023,Rakesh*,rakesh*@gmail.com,7967996412153,copy-of-inspire-sweatshirt-for-men-and-women,,
Great quality,The fabric is really comfortable and durable.,4,06/10/2023,Jasmine*,jasmine*@yahoo.com,7967996412153,copy-of-inspire-sweatshirt-for-men-and-women,,
Perfect fit,The sweatshirt fits me perfectly and looks great.,5,06/15/2023,Aditya*,aditya*@gmail.com,7967996412153,copy-of-inspire-sweatshirt-for-men-and-women,,
Inspiring design,The print on the sweatshirt motivates me every time I wear it.,5,06/20/2023,Emma*,emma*@hotmail.com,7967996412153,copy-of-inspire-sweatshirt-for-men-and-women,,
Comfortable and stylish,I love how this sweatshirt combines comfort and fashion.,4,06/25/2023,Aarav*,aarav*@yahoo.com,7967996412153,copy-of-inspire-sweatshirt-for-men-and-women,,
Best purchase ever,This sweatshirt is my favorite clothing item now.,5,06/28/2023,Sophie*,sophie*@gmail.com,7967996412153,copy-of-inspire-sweatshirt-for-men-and-women,,
Great for workouts,I wear this sweatshirt to the gym and it keeps me motivated.,4,07/05/2023,Lakshmi*,lakshmi*@yahoo.com,7967996412153,copy-of-inspire-sweatshirt-for-men-and-women,,
Love the design,The 'Inspire' print looks so cool on this sweatshirt.,5,07/10/2023,Rajat*,rajat*@hotmail.com,7967996412153,copy-of-inspire-sweatshirt-for-men-and-women,,
So cozy!,"I wear this sweatshirt all the time, it's so comfy.",4,07/15/2023,Aisha*,aisha*@yahoo.com,7967996412153,copy-of-inspire-sweatshirt-for-men-and-women,,
Great value,This sweatshirt offers great quality for the price.,5,07/20/2023,Rohan*,rohan*@gmail.com,7967996412153,copy-of-inspire-sweatshirt-for-men-and-women,,
Awesome hoodie!,Love the vibrant design and comfortable fit.,5,06/06/2023,Akhil *,akhil*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
Great quality hoodie,The print quality and fabric are top-notch. Highly recommend!,5,06/12/2023,Anika *,anika*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
Comfortable and stylish,This hoodie is both cozy and fashionable. Love the design!,4,06/18/2023,Rahul *,rahul*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
Impressive print,The graphic print is vibrant and eye-catching. Great attention to detail.,4,06/24/2023,Sophie *,sophie*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
Perfect fit,"The hoodie has a nice, regular unisex fit. Super comfortable to wear!",5,07/02/2023,Amit *,amit*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
Creative design,The graphics on this hoodie are unique and inspiring. Love it!,5,07/10/2023,Isabella *,isabella*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
Highly recommended,This hoodie is worth every penny. Great quality and design.,5,07/17/2023,Ravi *,ravi*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
Love the comfort,The fabric of this hoodie is so soft and cozy. Perfect for lounging around.,4,07/25/2023,Emma *,emma*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
Stylish and unique,I always get compliments when wearing this hoodie. The design stands out.,5,08/01/2023,Sahil *,sahil*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
Great purchase,I'm very happy with this hoodie. The print is vibrant and the fit is perfect.,5,08/08/2023,Lucas *,lucas*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
Unique and comfortable,I love the combination of style and comfort in this hoodie. Highly recommend!,5,08/15/2023,Priya *,priya*@gmail.com,7978406805753,just-keep-on-vibing-affirmations-graphic-hoodie-for-men-and-women,,
