title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Great design,Love the vibrant print and the comfortable fit.,5,07/15/2023,Rohan Sharma,rohan***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Excellent hoodie,The quality of the hoodie is amazing and the print looks fantastic.,5,07/22/2023,Sarah Patel,sarah***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Very comfortable,"The hoodie feels soft and cozy, perfect for chilly days.",4,06/03/2023,Aman Khanna,aman***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Unique design,I get compliments everywhere I go wearing this hoodie.,5,06/18/2023,Emma Wilson,emma***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Awesome purchase,Definitely worth the money. The hoodie exceeded my expectations.,5,07/10/2023,Vinay Verma,vinay***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Love it!,The hoodie fits perfectly and the design is eye-catching.,5,06/08/2023,Sophie Taylor,sophie***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Very stylish,This hoodie adds a trendy touch to my outfits.,4,06/06/2023,Amit Patel,amit***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Perfect gift,I bought this hoodie as a gift for my brother and he loved it!,5,07/05/2023,Kavita Gupta,kavita***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Nice quality,The hoodie feels durable and well-made.,4,06/13/2023,Ryan Johnson,ryan***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Great fit,"I like how the hoodie has a unisex fit, it's comfortable and not too loose or tight.",5,06/25/2023,Aarav Kapoor,aarav***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Unique and creative,The design of this hoodie is unlike anything I've seen before.,5,06/11/2023,Olivia Thomas,olivia***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Highly recommended,"If you're looking for a cool and comfortable hoodie, this is the one!",5,07/20/2023,Anaya Singh,anaya***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Great attention to detail,"The print quality on this hoodie is outstanding, every detail is crisp and clear.",5,07/01/2023,Liam Wilson,liam***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Cozy and warm,This hoodie keeps me nice and warm during the colder months.,4,06/15/2023,Ishaan Gupta,ishaan***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Great value,The hoodie is reasonably priced for the quality and design.,4,06/28/2023,Sophia Smith,sophia***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
Love the fabric,The cotton-polyester blend feels soft and comfortable against my skin.,5,06/20/2023,Riya Patel,riya***@gmail.com,7970125644025,lifters-club-pump-cover-graphic-hoodie-for-men-and-women,,
,Love the design!,5,06/10/2023,Priya S********,priya.s*****@gmail.com,7969871790329,lifters-club-pump-cover-graphic-sweatshirt-for-men-and-women,,
,Great quality and comfortable fit!,5,06/12/2023,David M*****,david.m*****@yahoo.com,7969871790329,lifters-club-pump-cover-graphic-sweatshirt-for-men-and-women,,
,Amazing print! Highly recommend.,5,06/15/2023,Sneha G*******,sneha.g*******@gmail.com,7969871790329,lifters-club-pump-cover-graphic-sweatshirt-for-men-and-women,,
,The sweatshirt fits perfectly and looks awesome!,5,06/20/2023,Daniel O*****,daniel.o*****@hotmail.com,7969871790329,lifters-club-pump-cover-graphic-sweatshirt-for-men-and-women,,
,I love the cotton-polyester blend. So comfy!,5,06/25/2023,Ritu P*******,ritu.p*******@hotmail.com,7969871790329,lifters-club-pump-cover-graphic-sweatshirt-for-men-and-women,,
,This sweatshirt is my new favorite!,5,06/27/2023,Samuel W*****,samuel.w*****@gmail.com,7969871790329,lifters-club-pump-cover-graphic-sweatshirt-for-men-and-women,,
,The print quality is top-notch. Very impressed!,5,06/30/2023,Shubham C*******,shubham.c*******@yahoo.com,7969871790329,lifters-club-pump-cover-graphic-sweatshirt-for-men-and-women,,
,Received so many compliments on this sweatshirt!,5,07/03/2023,Aarav P********,aarav.p********@gmail.com,7969871790329,lifters-club-pump-cover-graphic-sweatshirt-for-men-and-women,,
,I love the ethical sourcing of this garment!,5,07/07/2023,Sophie K*******,sophie.k*******@yahoo.com,7969871790329,lifters-club-pump-cover-graphic-sweatshirt-for-men-and-women,,
,The TORCC design is just amazing. Happy with my purchase!,5,07/10/2023,Ashok D******,ashok.d******@gmail.com,7969871790329,lifters-club-pump-cover-graphic-sweatshirt-for-men-and-women,,
