title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Love the trendy design!,The sleek and modern design of this hoodie is just what I was looking for.,5,06/13/2023,Sneha R.,sneha********@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Super cozy!,The premium quality materials used in this hoodie make it incredibly soft and cozy.,5,06/18/2023,Michael S.,michael******@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Versatile and stylish!,I love how I can dress up or dress down this hoodie depending on the occasion. It's a wardrobe essential!,5,06/26/2023,Rajesh K.,rajesh******@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Great gift for fashion lovers!,"I bought this hoodie as a gift for my fashion enthusiast friend, and she absolutely loves it. The design and quality are top-notch!",5,07/07/2023,Emily L.,emily********@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Soft and comfortable!,I've been wearing this hoodie non-stop since I got it. It's so soft and comfortable!,5,07/12/2023,Aakash M.,aakash******@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Perfect for any weather!,I love how this hoodie keeps me warm in chilly evenings and yet is breathable enough for casual days. It's a versatile all-weather companion!,5,07/21/2023,Liam H.,liam********@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Fantastic hoodie!,This hoodie exceeded my expectations. The trendy design and high-quality materials make it a great addition to my wardrobe.,5,07/29/2023,Aradhya P.,aradhya******@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Love the urban vibe!,This hoodie helps me make a fashion statement wherever I go. The urban vibe is just what I was looking for!,5,08/05/2023,Oliver L.,oliver******@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Cozy and stylish!,I love wearing this hoodie with jeans and sneakers for a trendy and comfortable look. It's my new favorite!,5,08/14/2023,Ananya M.,ananya******@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Amazing quality!,The TORCC Hoodie is made from high-quality materials that not only feel luxurious but also keep me warm. Highly recommend!,5,08/20/2023,Sophia D.,sophia******@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Fashionable and comfy!,This hoodie is the perfect combination of style and comfort. I can wear it for any occasion and look great!,5,08/28/2023,Aarav S.,aarav********@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Great hoodie!,I'm impressed by the quality and design of this hoodie. It's definitely worth the price!,5,09/04/2023,Emma T.,emma******@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Best hoodie ever!,I can't stop wearing this hoodie. It's so comfortable and the design is on point!,5,09/12/2023,Aarav P.,aarav********@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Must-have for fashion lovers!,"If you're a fashion enthusiast like me, this hoodie is a must-have. It's trendy, comfortable, and versatile!",5,09/19/2023,Tara M.,tara********@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
So stylish!,I received compliments on this hoodie everywhere I went. The stylish design sets it apart from other hoodies.,5,09/26/2023,Lakshmi S.,lakshmi******@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Great for a casual look!,I love pairing this hoodie with leggings for a laid-back and comfortable look. It's my go-to outfit!,5,10/03/2023,Lucas M.,lucas******@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
Love it!,"I can't say enough good things about this hoodie. It's comfortable, stylish, and perfect for any occasion.",5,10/11/2023,Aditi K.,aditi********@gmail.com,7975258849529,failure-is-part-of-growth-graphic-hoodie-for-men-and-women,,
,Love the design!,4,06/05/2023,Rahul *,rahul*@gmail.com,7968005423353,copy-of-fighter-sweatshirt-for-men-and-women,,
,Great quality material!,5,06/28/2023,Priya *,priya*@yahoo.com,7968005423353,copy-of-fighter-sweatshirt-for-men-and-women,,
,Perfect fit and very comfortable.,5,07/12/2023,Liam *,liam*@gmail.com,7968005423353,copy-of-fighter-sweatshirt-for-men-and-women,,
,Received many compliments. Love it!,5,07/24/2023,Aarav *,aarav*@hotmail.com,7968005423353,copy-of-fighter-sweatshirt-for-men-and-women,,
,Great buy! Highly recommend.,5,08/15/2023,Sophia *,sophia*@yahoo.com,7968005423353,copy-of-fighter-sweatshirt-for-men-and-women,,
,Awesome sweatshirt!,4,08/29/2023,Aryan *,aryan*@gmail.com,7968005423353,copy-of-fighter-sweatshirt-for-men-and-women,,
,Very pleased with my purchase.,5,09/03/2023,Zara *,zara*@outlook.com,7968005423353,copy-of-fighter-sweatshirt-for-men-and-women,,
,Impressive design and quality.,4,09/16/2023,Vishal *,vishal*@gmail.com,7968005423353,copy-of-fighter-sweatshirt-for-men-and-women,,
,Super comfortable and stylish!,5,09/22/2023,Olivia *,olivia*@yahoo.com,7968005423353,copy-of-fighter-sweatshirt-for-men-and-women,,
,Great value for money. Love it!,5,09/28/2023,Rohan *,rohan*@gmail.com,7968005423353,copy-of-fighter-sweatshirt-for-men-and-women,,
