title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Love the design!,The design on this hoodie is so vibrant and beautiful. Perfect for Navratri!,5,09/08/2023,Priya B.,priya*****@gmail.com,7979596120313,happy-navratri-graphic-hoodie-for-men-and-women,,
Comfy and stylish,This hoodie is not only comfortable but also adds a stylish touch to my Navratri outfit. Love it!,5,06/12/2023,Alexandra S.,alexandra*****@yahoo.com,7979596120313,happy-navratri-graphic-hoodie-for-men-and-women,,
Perfect gift,"I bought this hoodie as a Navratri gift for my friend, and she absolutely loved it! Great quality and design.",5,07/20/2023,Rajesh M.,rajesh*****@yahoo.com,7979596120313,happy-navratri-graphic-hoodie-for-men-and-women,,
Cozy and festive,This hoodie is perfect for the festive season. It's cozy and the design adds a festive touch. Love it!,5,06/28/2023,Sophia L.,sophia*****@gmail.com,7979596120313,happy-navratri-graphic-hoodie-for-men-and-women,,
Unique and trendy,I love wearing this hoodie during Navratri celebrations. The design is unique and trendy. Highly recommend!,5,09/18/2023,Kunal A.,kunal*****@gmail.com,7979596120313,happy-navratri-graphic-hoodie-for-men-and-women,,
Great quality,The quality of this hoodie is excellent. It's soft and comfortable to wear. Definitely worth the price!,5,08/05/2023,Sarah M.,sarah*****@gmail.com,7979596120313,happy-navratri-graphic-hoodie-for-men-and-women,,
Beautiful design,The design on this hoodie is absolutely beautiful. It adds a festive flair to any Navratri outfit.,5,07/15/2023,Rahul K.,rahul*****@yahoo.com,7979596120313,happy-navratri-graphic-hoodie-for-men-and-women,,
Perfect for Navratri,This hoodie is perfect for Navratri celebrations. It's comfortable and the design represents the festive spirit.,5,08/18/2023,Emily R.,emily*****@hotmail.com,7979596120313,happy-navratri-graphic-hoodie-for-men-and-women,,
Great purchase,"I'm really happy with this hoodie. The quality is great, and it arrived on time. Perfect for Navratri!",5,06/02/2023,Aarav P.,aarav*****@gmail.com,7979596120313,happy-navratri-graphic-hoodie-for-men-and-women,,
Stylish and comfortable,This hoodie is not only stylish but also very comfortable to wear. Love the festive design!,5,09/14/2023,Isabella D.,isabella*****@yahoo.com,7979596120313,happy-navratri-graphic-hoodie-for-men-and-women,,
