product_handle,status,content,rating,photo_url,name,country,email,created_at,product_id
black-blank-hoodie-for-men-and-women,,Love the classic style of this hoodie. Perfect for casual outings or lounging at home.,5,,Aditi Singh,India,aditi*****@gmail.com,2023-12-15
black-blank-hoodie-for-men-and-women,,"Great quality hoodie, very comfortable fabric. Would recommend it to anyone looking for a staple piece in their wardrobe.",4,,Rahul Khanna,India,rahul*****@yahoo.com,2024-01-08
black-blank-hoodie-for-men-and-women,,The black hoodie is a must-have for anyone who loves versatile clothing. This one fits the bill perfectly!,4,,Sanya Patel,India,sanya*****@outlook.com,2023-12-27
black-blank-hoodie-for-men-and-women,,Super comfortable hoodie that goes well with any outfit. Definitely a wardrobe essential!,5,,Aryan Malhotra,India,aryan*****@gmail.com,2024-02-16
black-blank-hoodie-for-men-and-women,,The classic black hoodie is perfect for layering in the cold weather. Love the simplicity and comfort it offers.,4,,Ishita Reddy,India,ishita*****@hotmail.com,2024-03-03
black-blank-hoodie-for-men-and-women,,This hoodie is a go-to piece for me. The quality is top-notch and the fit is just perfect.,5,,Vikram Verma,India,vikram*****@gmail.com,2024-02-02
black-blank-hoodie-for-men-and-women,,Absolutely love this hoodie! It's so versatile and comfortable. A definite must-buy.,5,,Priya Menon,India,priya*****@yahoo.com,2024-01-25
black-blank-hoodie-for-men-and-women,,The black blank hoodie is a classic piece that never goes out of style. Great for any occasion.,4,,Karan Kapoor,India,karan*****@gmail.com,2024-02-28
black-blank-hoodie-for-men-and-women,,Such a comfortable hoodie! The material is soft and the fit is just right.,5,,Mira Sharma,India,mira*****@outlook.com,2023-12-19
black-blank-hoodie-for-men-and-women,,Love the simplicity of this hoodie. It's a great addition to any wardrobe.,4,,Rohan Joshi,India,rohan*****@gmail.com,2024-03-15
black-blank-hoodie-for-men-and-women,,The black hoodie is a timeless piece that you can never go wrong with. Great quality and comfort.,4,,Neha Singh,India,neha*****@hotmail.com,2024-02-12
black-blank-hoodie-for-men-and-women,,"I'm in love with this hoodie! It's so cozy and stylish, perfect for everyday wear.",5,,Arjun Balakrishnan,India,arjun*****@yahoo.com,2024-01-18
black-blank-hoodie-for-men-and-women,,The black hoodie is a wardrobe essential. This one is just perfect in terms of fit and comfort.,4,,Ananya Das,India,ananya*****@outlook.com,2024-03-07
black-blank-hoodie-for-men-and-women,,"Great quality hoodie that's perfect for layering. Comfortable and stylish, a great addition to any closet.",4,,Amit Kumar,India,amit*****@gmail.com,2024-02-22
black-blank-hoodie-for-men-and-women,,This hoodie is so versatile and comfortable. It has become my go-to choice for casual outings.,5,,Shreya Malhotra,India,shreya*****@yahoo.com,2024-01-05
black-blank-hoodie-for-men-and-women,,Absolutely recommend this hoodie to everyone. It's a classic piece that never goes out of style.,5,,Ravi Iyer,India,ravi*****@hotmail.com,2024-03-20
black-blank-hoodie-for-men-and-women,,The black hoodie is a staple in my wardrobe now. The quality is exceptional and the fit is just right.,4,,Swati Choudhury,India,swati*****@gmail.com,2023-12-24
black-blank-hoodie-for-men-and-women,,Love the comfort and versatility of this hoodie. It's a piece that I reach for often.,5,,Aruna Nair,India,aruna*****@outlook.com,2024-02-10
black-blank-hoodie-for-men-and-women,,This hoodie is so cozy and stylish. The black color goes well with any outfit.,5,,Deepak Patel,India,deepak*****@gmail.com,2024-01-30
black-blank-hoodie-for-men-and-women,,"Great hoodie for everyday wear. The fabric is soft and comfortable, perfect for any occasion.",4,,Nisha Sundaram,India,nisha*****@yahoo.com,2024-03-13
black-blank-hoodie-for-men-and-women,,The quality of this hoodie is amazing. It's durable and looks great with any outfit.,4,,Kunal Mehta,India,kunal*****@hotmail.com,2024-02-06
black-blank-hoodie-for-men-and-women,,Absolutely in love with this hoodie! It's a classic piece that everyone should have in their closet.,5,,Maya Sharma,India,maya*****@gmail.com,2024-01-15
black-blank-hoodie-for-men-and-women,,Perfect hoodie for any occasion. The fit is just right and the material is so comfortable.,5,,Rajesh Iyer,India,rajesh*****@outlook.com,2024-03-10
black-blank-hoodie-for-men-and-women,,Great addition to my wardrobe! This hoodie is versatile and stylish at the same time.,4,,Pooja Shah,India,pooja*****@yahoo.com,2023-12-31
black-blank-hoodie-for-men-and-women,,I've been wearing this hoodie non-stop! It's so comfortable and the black color goes with everything.,5,,Varun Kapoor,India,varun*****@gmail.com,2024-02-20
black-oversized-t-shirt-for-men-and-women,,Absolutely love this oversized t-shirt! The fit is perfect and it's so comfortable to wear.,5,,Aarav Patel,India,aarav****@gmail.com,2023-12-18
black-oversized-t-shirt-for-men-and-women,,The material of this t-shirt is really good quality. It's perfect for a casual day out.,4,,Aisha Kumar,India,aisha****@yahoo.com,2024-01-05
black-oversized-t-shirt-for-men-and-women,,Bought this t-shirt for my brother and he absolutely loves it. The oversized look is spot on!,5,,Yuvraj Singh,India,yuvraj****@hotmail.com,2024-02-20
black-oversized-t-shirt-for-men-and-women,,"The black color is so versatile, I can style this t-shirt in so many different ways. Love it!",5,,Anika Shah,India,anika****@outlook.com,2024-03-10
black-oversized-t-shirt-for-men-and-women,,The oversized fit is exactly what I was looking for. Great quality t-shirt.,4,,Vivan Oberoi,India,vivan****@gmail.com,2023-12-28
black-oversized-t-shirt-for-men-and-women,,This t-shirt is super soft and comfy. Perfect for lounging around at home.,5,,Ishaan Malhotra,India,ishaan****@yahoo.com,2024-01-15
