product_handle,status,content,rating,photo_url,name,country,email,created_at,product_id
basic-chocolate-oversized-t-shirt-torcc,,Absolutely love this t-shirt! The color is perfect and the oversized fit is so comfortable. Highly recommend!,5,,Aarav Joshi,India,aarav*****@gmail.com,2023-12-17
basic-chocolate-oversized-t-shirt-torcc,,This t-shirt is my new favorite! The quality is great and the oversized design is super trendy. Will be buying more colors!,5,,Siya Patel,India,siya*****@yahoo.com,2024-01-22
basic-chocolate-oversized-t-shirt-torcc,,The Basic Chocolate Oversized T-shirt by TORCC is a must-have! The fit is perfect and the material is so soft. Love it!,5,,Kabir Singh,India,kabir*****@gmail.com,2023-12-30
basic-chocolate-oversized-t-shirt-torcc,,I can't get enough of this t-shirt! The oversized style is great for a casual look and the chocolate color is unique.,4,,Anaya Reddy,India,anaya*****@outlook.com,2024-02-15
basic-chocolate-oversized-t-shirt-torcc,,Super comfortable and stylish t-shirt! I get compliments every time I wear it. Definitely worth the purchase.,5,,Vihaan Kumar,India,vihaan*****@gmail.com,2023-12-26
basic-chocolate-oversized-t-shirt-torcc,,The fabric of this t-shirt is so soft and the oversized fit is just perfect. Great for a relaxed and chic look!,4,,Ishaan Mehta,India,ishaan*****@hotmail.com,2024-02-28
basic-chocolate-oversized-t-shirt-torcc,,I love how versatile this t-shirt is! It can be dressed up or down effortlessly. The oversized style is a plus!,5,,Dia Choudhury,India,dia*****@yahoo.com,2024-01-18
basic-chocolate-oversized-t-shirt-torcc,,Such a comfy and trendy t-shirt! The chocolate color is rich and the oversized fit is on point. Love it!,5,,Rehan Malhotra,India,rehan*****@gmail.com,2024-03-07
basic-chocolate-oversized-t-shirt-torcc,,I'm obsessed with this t-shirt! The fit is so flattering and the material is top-notch. Will be buying more!,5,,Saanvi Nair,India,saanvi*****@outlook.com,2023-12-14
basic-chocolate-oversized-t-shirt-torcc,,This t-shirt exceeded my expectations! The oversized style is so trendy and the chocolate color is unique. Love it!,5,,Aaradhya Subramanian,India,aaradhya*****@yahoo.com,2024-02-04
basic-chocolate-oversized-t-shirt-torcc,,I adore this t-shirt! The oversized fit is so comfortable and the chocolate color is gorgeous. Definitely a staple in my wardrobe.,5,,Aarav Kumar,India,aarav*****@gmail.com,2024-01-06
basic-chocolate-oversized-t-shirt-torcc,,The perfect oversized t-shirt! The quality is amazing and the chocolate color is so rich. Highly recommend!,5,,Zara Khan,India,zara*****@hotmail.com,2024-03-11
basic-chocolate-oversized-t-shirt-torcc,,I'm in love with this t-shirt! The oversized fit is so flattering and the material is top quality. Definitely worth it!,5,,Ayaan Iyer,India,ayaan*****@outlook.com,2023-12-20
basic-chocolate-oversized-t-shirt-torcc,,Such a cool t-shirt! The oversized style is perfect for a relaxed look and the chocolate color is a nice change from regular tees.,4,,Avani Desai,India,avani*****@yahoo.com,2024-02-19
basic-chocolate-oversized-t-shirt-torcc,,This t-shirt is a game-changer! The oversized fit is so stylish and the chocolate color is stunning. Highly recommend!,5,,Aryan Khatri,India,aryan*****@gmail.com,2024-01-10
basic-chocolate-oversized-t-shirt-torcc,,Absolutely obsessed with this t-shirt! The oversized fit is just what I was looking for and the chocolate color is beautiful.,5,,Meera Sharma,India,meera*****@hotmail.com,2024-03-20
basic-chocolate-oversized-t-shirt-torcc,,I can't get enough of this t-shirt! The oversized design is so trendy and the chocolate color is a nice change from my usual tees.,4,,Aarush Reddy,India,aarush*****@outlook.com,2024-02-08
