product_handle,status,content,rating,photo_url,name,country,email,created_at,product_id
pink-oversized-t-shirt-for-men-and-women,,Absolutely love the fit and color of this t-shirt! It's so comfortable and stylish. Will definitely be buying more.,5,,Aarav Patel,India,aarav***@gmail.com,2023-12-20
pink-oversized-t-shirt-for-men-and-women,,"The material is so soft and the oversized fit is just perfect. Great purchase, highly recommend.",4,,Saanvi Sharma,India,saanvi***@gmail.com,2023-12-15
pink-oversized-t-shirt-for-men-and-women,,"Wow, this t-shirt is amazing! The pink color is so vibrant and the oversized style is trendy. Love it!",5,,Viaan Iyer,India,viaan***@gmail.com,2024-01-05
pink-oversized-t-shirt-for-men-and-women,,"Bought this t-shirt for both me and my partner, and we both love it! The oversized fit is so comfy and stylish.",5,,Anika Reddy,India,anika***@gmail.com,2023-12-28
pink-oversized-t-shirt-for-men-and-women,,I'm in love with this t-shirt! The color is gorgeous and the oversized fit is on point. Will be wearing this often.,5,,Reyansh Kumar,India,reyansh***@gmail.com,2024-02-10
pink-oversized-t-shirt-for-men-and-women,,Highly impressed with the quality of this t-shirt. It's oversized but still flattering. Great for casual wear.,4,,Aaradhya Singh,India,aaradhya***@gmail.com,2024-02-25
pink-oversized-t-shirt-for-men-and-women,,The oversized fit of this t-shirt is so comfortable and stylish. Perfect for lounging around or running errands.,4,,Kabir Choudhury,India,kabir***@gmail.com,2023-12-18
pink-oversized-t-shirt-for-men-and-women,,"Such a cool t-shirt! The oversized style gives it a laid-back vibe, and the color is just so fun. Love it!",5,,Myra Rana,India,myra***@gmail.com,2024-02-20
pink-oversized-t-shirt-for-men-and-women,,This t-shirt is a wardrobe essential! The oversized fit is super comfy and I've been getting so many compliments.,5,,Rudra Malhotra,India,rudra***@gmail.com,2024-01-15
pink-oversized-t-shirt-for-men-and-women,,Obsessed with this t-shirt! The pink color is so refreshing and the oversized fit is just what I was looking for.,5,,Khushi Suri,India,khushi***@gmail.com,2024-03-10
pink-oversized-t-shirt-for-men-and-women,,Perfect oversized t-shirt for a casual day out. The color is beautiful and the fit is exactly what I wanted.,4,,Vihaan Bhatia,India,vihaan***@gmail.com,2024-01-20
pink-oversized-t-shirt-for-men-and-women,,"I'm so happy with this purchase! The t-shirt is oversized but not sloppy, and the pink hue is so eye-catching.",5,,Zara Verma,India,zara***@gmail.com,2023-12-22
pink-oversized-t-shirt-for-men-and-women,,"The oversized fit of this t-shirt is everything! So comfy and trendy, I'll be wearing this often for sure.",5,,Ishaan Khatri,India,ishaan***@gmail.com,2024-02-15
pink-oversized-t-shirt-for-men-and-women,,Loving the oversized style of this t-shirt. The pink color is so pretty and the fabric feels great on the skin.,4,,Sara Nair,India,sara***@gmail.com,2024-03-01
