product_handle,status,content,rating,photo_url,name,country,email,created_at,product_id
cigarettes-after-sex-graphic-hoodie-for-men-and-women,,Absolutely love this hoodie! The design is so unique and the quality is top-notch. Highly recommend it.,5,,Aarav Patel,India,aaravpatel***@gmail.com,2023-10-05
cigarettes-after-sex-graphic-hoodie-for-men-and-women,,Bought this hoodie for my partner and they were thrilled! It fits perfectly and looks great on them. Will definitely be buying more from this brand.,4,,Aaliyah Singh,India,aaliyahsingh***@yahoo.com,2024-01-15
cigarettes-after-sex-graphic-hoodie-for-men-and-women,,The material of this hoodie is so soft and comfortable. Perfect for lounging around or going out. Love the print!,5,,Rohan Malhotra,India,rohanmalhotra***@outlook.com,2023-11-30
cigarettes-after-sex-graphic-hoodie-for-men-and-women,,Received so many compliments when I wore this hoodie. The graphic is eye-catching and the fit is great. Very happy with my purchase.,4,,Mira Desai,India,miradesai***@hotmail.com,2023-12-22
cigarettes-after-sex-graphic-hoodie-for-men-and-women,,This hoodie is super trendy and the print is edgy. Definitely a staple in my wardrobe now.,5,,Vivaan Kapoor,India,vivaankapoor***@gmail.com,2024-02-28
cobalt-blue-oversized-t-shirt-for-men-and-women,,Loved the vibrant cobalt blue color of this t-shirt. It's so comfortable and the oversized fit is just perfect!,5,,Rohit Singh,India,rohit***@gmail.com,2023-12-15
cobalt-blue-oversized-t-shirt-for-men-and-women,,This oversized t-shirt is a must-have in everyone's wardrobe. The material is soft and the color is stunning!,5,,Priya Patel,India,priya***@gmail.com,2024-01-05
cobalt-blue-oversized-t-shirt-for-men-and-women,,Bought this oversized t-shirt and it's amazing. The color really pops and the fit is super stylish!,4,,Aryan Kapoor,India,aryan***@gmail.com,2024-02-20
cobalt-blue-oversized-t-shirt-for-men-and-women,,The cobalt blue color of this oversized t-shirt is so rich and attractive. Definitely a great buy!,5,,Neha Sharma,India,neha***@gmail.com,2023-12-29
cobalt-blue-oversized-t-shirt-for-men-and-women,,I love the oversized fit of this t-shirt. It's so comfortable and the color is exactly as shown in the picture.,5,,Amit Dubey,India,amit***@gmail.com,2024-03-10
cobalt-blue-oversized-t-shirt-for-men-and-women,,The oversize t-shirts are my favorite and this one is no exception. The cobalt blue is stunning!,4,,Pooja Mehta,India,pooja***@gmail.com,2024-01-18
cobalt-blue-oversized-t-shirt-for-men-and-women,,"Absolutely love the color and fit of this t-shirt. It's perfect for a casual, relaxed look.",5,,Rahul Gupta,India,rahul***@gmail.com,2024-02-05
cobalt-blue-oversized-t-shirt-for-men-and-women,,The oversized t-shirt is so trendy and this cobalt blue shade is just what I was looking for!,4,,Mehak Kumar,India,mehak***@gmail.com,2024-03-15
cobalt-blue-oversized-t-shirt-for-men-and-women,,Great quality and the oversized fit is on point. The cobalt blue is a great pop of color!,5,,Vivek Rana,India,vivek***@gmail.com,2024-02-12
cobalt-blue-oversized-t-shirt-for-men-and-women,,Such a cool and comfy t-shirt! The oversized style is so in right now and the color is amazing.,4,,Ananya Deshmukh,India,ananya***@gmail.com,2023-12-20
cobalt-blue-oversized-t-shirt-for-men-and-women,,I'm impressed with the quality of this t-shirt. The cobalt blue shade is just what I wanted!,5,,Karan Malhotra,India,karan***@gmail.com,2024-02-27
cobalt-blue-oversized-t-shirt-for-men-and-women,,Been loving this oversized t-shirt since I got it. The color is so unique and eye-catching!,4,,Sakshi Banerjee,India,sakshi***@gmail.com,2024-01-28
cobalt-blue-oversized-t-shirt-for-men-and-women,,The oversized t-shirt fits so well and the cobalt blue is such a refreshing color to wear!,5,,Amita Chatterjee,India,amita***@gmail.com,2024-03-01
cobalt-blue-oversized-t-shirt-for-men-and-women,,I adore the oversized fit of this t-shirt. It's super comfy and the cobalt blue is just gorgeous!,5,,Rishi Verma,India,rishi***@gmail.com,2023-12-23
cobalt-blue-oversized-t-shirt-for-men-and-women,,Loving this cobalt blue oversized t-shirt. It's so easy to style and the material is great quality.,4,,Ishaan Reddy,India,ishaan***@gmail.com,2024-02-15
cobalt-blue-oversized-t-shirt-for-men-and-women,,This t-shirt is a great addition to my wardrobe. The oversized fit is perfect and the color is so vibrant!,5,,Mridula Sundaram,India,mridula***@gmail.com,2024-01-10
cobalt-blue-oversized-t-shirt-for-men-and-women,,The cobalt blue t-shirt is a showstopper. The oversized design is super trendy and comfortable.,4,,Harish Iyer,India,harish***@gmail.com,2024-03-05
cobalt-blue-oversized-t-shirt-for-men-and-women,,I'm loving the vibrant color of this t-shirt. The oversized fit makes it so comfy to wear all day!,5,,Tanvi Choudhary,India,tanvi***@gmail.com,2024-02-08
cobalt-blue-oversized-t-shirt-for-men-and-women,,Such a stylish oversized t-shirt! The cobalt blue color is striking and the fit is just right.,4,,Rajat Bhatia,India,rajat***@gmail.com,2024-01-15
cobalt-blue-oversized-t-shirt-for-men-and-women,,This cobalt blue t-shirt is a game-changer. The oversized fit is comfy and looks effortlessly cool!,5,,Sneha Pillai,India,sneha***@gmail.com,2023-12-18
cobalt-blue-oversized-t-shirt-for-men-and-women,,Can't get enough of this trendy t-shirt! The cobalt blue is my favorite color and the oversized style is perfect.,4,,Varun Iyengar,India,varun***@gmail.com,2024-03-12
cobalt-blue-oversized-t-shirt-for-men-and-women,,The cobalt blue oversized t-shirt is a standout piece. The fit is great and the color is so vibrant!,5,,Aditi Menon,India,aditi***@gmail.com,2024-02-22
cobalt-blue-oversized-t-shirt-for-men-and-women,,Such a comfortable and stylish t-shirt! The oversized fit is just what I was looking for.,4,,Rajesh Patel,India,rajesh***@gmail.com,2024-01-22
cobalt-blue-oversized-t-shirt-for-men-and-women,,The cobalt blue t-shirt is a winner! The oversized style is on-trend and the color is fabulous.,5,,Shreya Iyer,India,shreya***@gmail.com,2024-03-18
cobalt-blue-oversized-t-shirt-for-men-and-women,,The oversized fit of this t-shirt is amazing. The cobalt blue color is so vibrant and eye-catching!,5,,Ravi Khanna,India,ravi***@gmail.com,2023-12-25
