productHandle,status,content,rating,photoUrl,name,country,email,created_at,product_id
forest-green-oversized-t-shirt-for-men-and-women,,"Love the color and the fit of this t-shirt, perfect for a casual day out!",5,,Ananya Singh,India,ananya******@gmail.com,2023-12-20
forest-green-oversized-t-shirt-for-men-and-women,,"The material is so comfortable, I could live in this t-shirt forever!",4,,Rahul Sharma,India,rahul******@yahoo.com,2024-01-15
forest-green-oversized-t-shirt-for-men-and-women,,Bought this for my partner and they absolutely love it! Great purchase.,5,,Priya Patel,India,priya******@outlook.com,2024-02-05
forest-green-oversized-t-shirt-for-men-and-women,,"The oversized style is so trendy, and the forest green color is unique.",4,,Arun Kumar,India,arun******@gmail.com,2024-02-23
forest-green-oversized-t-shirt-for-men-and-women,,"Perfect for lounging at home or a quick grocery run, very versatile!",5,,Ishita Mehta,India,ishita******@yahoo.com,2024-03-10
forest-green-oversized-t-shirt-for-men-and-women,,"Such a comfy t-shirt, the oversized fit is just what I was looking for!",4,,Vivek Rana,India,vivek******@hotmail.com,2024-01-31
forest-green-oversized-t-shirt-for-men-and-women,,"Received so many compliments wearing this t-shirt, great purchase.",5,,Shreya Desai,India,shreya******@gmail.com,2024-02-12
forest-green-oversized-t-shirt-for-men-and-women,,"The forest green color is so vibrant, really stands out in the crowd.",4,,Amit Khurana,India,amit******@outlook.com,2024-03-15
forest-green-oversized-t-shirt-for-men-and-women,,"I adore the oversized style, feels so cozy and stylish at the same time.",5,,Mehak Gupta,India,mehak******@yahoo.com,2024-02-08
forest-green-oversized-t-shirt-for-men-and-women,,"The material is high quality, doesn't lose its shape after multiple washes.",4,,Rohit Verma,India,rohit******@gmail.com,2024-01-20
forest-green-oversized-t-shirt-for-men-and-women,,"Great t-shirt for a casual day out, the color is so refreshing.",5,,Pooja Malhotra,India,pooja******@yahoo.com,2024-03-02
forest-green-oversized-t-shirt-for-men-and-women,,"Feels so relaxed in this t-shirt, definitely a staple in my wardrobe now.",4,,Nikhil Singhania,India,nikhil******@outlook.com,2024-02-27
forest-green-oversized-t-shirt-for-men-and-women,,"The fit is fantastic, loving the oversized feel without being too baggy.",5,,Divya Chawla,India,divya******@gmail.com,2024-01-10
forest-green-oversized-t-shirt-for-men-and-women,,"The t-shirt is so soft, feels amazing against the skin, highly recommend.",4,,Rohan Kapoor,India,rohan******@yahoo.com,2023-12-28
forest-green-oversized-t-shirt-for-men-and-women,,"Comfortable and stylish, this t-shirt is a must-have for every wardrobe!",5,,Anjali Mehta,India,anjali******@outlook.com,2024-03-05
forest-green-oversized-t-shirt-for-men-and-women,,"I'm in love with the color, and the fit is just perfect for me!",4,,Kartik Shah,India,kartik******@gmail.com,2023-12-17
forest-green-oversized-t-shirt-for-men-and-women,,"The forest green shade is so unique, gets me so many compliments.",5,,Sneha Bhatia,India,sneha******@yahoo.com,2024-02-18
forest-green-oversized-t-shirt-for-men-and-women,,"Wearing this t-shirt feels like a hug, so cozy and comforting.",4,,Ankit Agrawal,India,ankit******@outlook.com,2024-01-25
forest-green-oversized-t-shirt-for-men-and-women,,"Absolutely recommend this t-shirt, the oversized fit is everything!",5,,Neha Reddy,India,neha******@gmail.com,2024-03-20
forest-green-oversized-t-shirt-for-men-and-women,,"The t-shirt is my new favorite, can't get enough of the comfort!",4,,Aarti Joshi,India,aarti******@yahoo.com,2024-02-13
